general-projectname,general-readlength,general-runname,general-samplename,subsample-rawreads,subsample-subsampledreads,fastqc-meanreadqualityR1,fastqc-pct-adapter,fastqc-pct-deduplicated,fastqc-pct-dimer,fastqc-pct-gc,fastqc-sequencelength,fastqc-totalsequences,fastqspeciesscreen-pct-Adapters,fastqspeciesscreen-pct-Chloroplast,fastqspeciesscreen-pct-Mitochondria,fastqspeciesscreen-pct-NoHit,fastqspeciesscreen-pct-PhiX,fastqspeciesscreen-pct-Vectors,fastqspeciesscreen-pct-ecoli,fastqspeciesscreen-pct-human,fastqspeciesscreen-pct-mouse,fastqspeciesscreen-pct-rRNA,fastp
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,207A,3120603,3120603,35.9,0.18,47.71,0.13,40,101,2000000,0,6.36,0,90.12,0,0,0,0.09,0.04,3.39,3195691
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,207B,3177009,3177009,35.6,0.06,46.59,0.02,41,101,2000000,0,8.34,0,87.5,0,0,0,0.02,0.12,4.02,4204721
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,208,4218623,4218623,35.8,0.42,53.91,0.35,40,101,2000000,0,10.41,0,86.65,0,0,0,0.08,0.06,2.8,2864474
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,208B,3196829,3196829,36,0.07,47.56,0.03,41,101,2000000,0,8.29,0,88.74,0,0,0,0.01,0.13,2.83,6172832
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,209B,2865262,2865262,35.9,0.07,45.42,0.02,41,101,2000000,0,14.17,0,82.67,0,0,0,0.18,0.07,2.91,3406524
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,210,4658450,4658450,36,0.23,49.32,0.15,40,101,2000000,0,10.97,0,85.38,0,0,0,0.03,0.17,3.45,4657095
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,210A,3407603,3407603,35.5,0.07,47.55,0.03,40,101,2000000,0,14.27,0,84.14,0,0,0,0.04,0.11,1.44,2736784
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,211,4204603,4204603,36,0.31,49.14,0.26,40,101,2000000,0,13.81,0,83.09,0.01,0,0,0.1,0.03,2.96,4203134
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,211A,2737873,2737873,36,0.07,49.05,0.03,41,101,2000000,0,7.1,0,90.09,0,0,0,0.04,0.1,2.67,3564643
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,212,5219762,5219762,35.3,0.21,49.14,0.15,40,101,2000000,0,13.99,0,83.2,0,0,0,0.05,0.14,2.62,3357853
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,212A,3565916,3565916,35.1,0.03,46.56,0.01,41,101,2000000,0,7.73,0,88.4,0,0,0.01,0.05,0.16,3.65,5217534
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,212B,3359060,3359060,35.9,0.11,44.89,0.06,42,101,2000000,0,5.76,0,90.56,0,0,0,0.15,0.05,3.48,4288230
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,213,4289762,4289762,36,0.14,49.24,0.06,41,101,2000000,0,8.54,0,85.48,0,0,0,0.14,0.08,5.76,4191111
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,214,4204087,4204087,36,0.4,52.89,0.35,40,101,2000000,0,8.09,0,88.9,0,0,0,0.06,0.02,2.93,4255115
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,215,4257741,4257741,34.9,0.12,54.33,0.1,40,101,2000000,0,9.11,0,87.58,0,0,0,0,0.16,3.15,4216701
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,217,4228133,4228133,36,0.35,53.41,0.3,40,101,2000000,0,9.53,0,87.85,0,0,0,0.12,0.02,2.48,140974
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,218,141079,141079,35.9,0.86,16.32,0.96,43,101,141079,0,4.97,0,93.13,0.02,0,0,0.27,0.07,1.54,3714329
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,219,3715378,3715378,36,0.26,50.28,0.21,40,101,2000000,0,10.99,0,86.1,0,0,0,0.11,0.03,2.77,4063376
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,22,5504322,5504322,35.8,0.15,53.36,0.07,40,101,2000000,0,8.68,0,87.94,0,0,0,0.07,0.14,3.17,2997077
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,220,4064799,4064799,36,0.19,50.09,0.12,40,101,2000000,0,12.1,0,84.75,0,0,0,0.15,0,3,4000883
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,221B,2997886,2997886,36,0.13,44.97,0.09,41,101,2000000,0,11.52,0,85.49,0,0,0,0.04,0.18,2.77,3826169
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,223,4035376,4035376,35.1,1.04,51.9,1.07,41,101,2000000,0,15.93,0,80.53,0,0,0,0.2,0.05,3.29,3970618
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,224,3859742,3859742,35.9,1.03,49.41,1.06,40,101,2000000,0,17.17,0,79.64,0,0,0,0,0.08,3.11,3457077
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,225,3986725,3986725,35.9,0.5,50.3,0.47,40,101,2000000,0,14.72,0,82.37,0,0,0,0.06,0.21,2.64,3752051
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,226,3460134,3460134,33.9,0.05,56.96,0.04,40,101,2000000,0,10.22,0,87.04,0,0,0,0.04,0.21,2.49,3556042
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,227,3770090,3770090,36,0.61,50.81,0.61,40,101,2000000,0,11.17,0,85.47,0,0,0,0.02,0.11,3.23,5502340
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,229,3571797,3571797,35.9,0.56,50.48,0.52,40,101,2000000,0,12.98,0,84.41,0,0,0,0.01,0.17,2.43,3094690
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,23,5924547,5924547,33.7,0.03,56.4,0.01,40,101,2000000,0,14.12,0,83.54,0,0,0,0.07,0.04,2.23,3735378
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,230,3095662,3095662,36,0.26,38.28,0.18,42,101,2000000,0,20.03,0,75.75,0,0,0,0.12,0.04,4.06,3868465
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,231,3736733,3736733,36,0.14,49.6,0.09,40,101,2000000,0,14.34,0,82.38,0,0,0,0.11,0.05,3.12,3313164
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,232,3870109,3870109,35.7,0.22,48.26,0.16,41,101,2000000,0,16.54,0,80.62,0,0,0,0.12,0.05,2.67,4112590
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,233,3326409,3326409,35.9,0.48,52.11,0.48,40,101,2000000,0,11.84,0,85.33,0,0,0,0.06,0.07,2.7,4048791
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,234,4128785,4128785,35.9,0.47,54.52,0.45,40,101,2000000,0,10.61,0,86.47,0,0,0,0.12,0.02,2.78,3281593
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,235,4050938,4050938,34.5,0.06,54.34,0.03,40,101,2000000,0,10.06,0,86.3,0,0,0,0.04,0.17,3.43,3417042
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,236,3418112,3418112,36,0.12,51.87,0.07,40,101,2000000,0,8.83,0,88.44,0,0,0,0.12,0.03,2.58,3932980
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,236B,3284034,3284034,34.6,0.11,49.32,0.07,41,101,2000000,0,4.48,0,92.67,0,0,0,0.06,0.18,2.61,4431834
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,238,3934160,3934160,36,0.22,51.87,0.16,40,101,2000000,0,13.53,0,83.45,0,0,0,0.11,0.04,2.87,5920579
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,239,4433038,4433038,36,0.11,47.74,0.07,40,101,2000000,0,17.19,0,80.04,0,0.01,0,0.12,0.06,2.58,3641526
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,24,6129885,6129885,35.9,0.14,51.23,0.06,40,101,2000000,0,7.97,0,88.1,0,0,0,0.13,0.08,3.72,3319873
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,240,3642974,3642974,36,0.07,49.6,0.03,40,101,2000000,0,13.48,0,82.95,0,0,0,0.17,0.07,3.33,3910174
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,241,3911401,3911401,35.8,0.09,49.71,0.04,40,101,2000000,0,14.9,0,82.36,0,0,0,0,0.12,2.62,2732807
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,241A,3321221,3321221,35.9,0.11,45.91,0.05,41,101,2000000,0,9.16,0,87.37,0,0,0,0.02,0.16,3.29,3599941
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,242,3601491,3601491,36,0.38,52.27,0.37,40,101,2000000,0,13.84,0,83.31,0,0,0,0.02,0.16,2.67,3817983
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,242A,2733843,2733843,35.9,0.14,47.25,0.09,41,101,2000000,0,9.69,0,87.67,0,0,0.01,0.1,0.02,2.51,4152781
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,243,3819057,3819057,36,0.27,52.77,0.26,40,101,2000000,0,10.57,0,86.27,0,0,0,0.11,0.01,3.04,3454518
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,244,4155183,4155183,35.1,0.15,54.27,0.14,40,101,2000000,0,12.65,0,84.03,0,0,0,0.14,0.04,3.14,4224801
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,245,3455506,3455506,36,0.11,53.54,0.07,40,101,2000000,0,7.6,0,89.04,0,0,0,0.15,0.03,3.18,3811858
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,247,4226199,4226199,36,0.23,53.79,0.2,40,101,2000000,0,7.54,0,88.73,0,0,0,0.21,0.04,3.48,3796838
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,248,3812903,3812903,36,0.17,51.65,0.09,40,101,2000000,0.01,12.38,0,84.06,0,0,0,0.18,0.03,3.34,6127811
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,249,3798152,3798152,36,0.11,51.05,0.05,40,101,2000000,0.01,11.13,0,85.93,0,0,0,0.06,0.02,2.85,3755052
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,25,5913761,5913761,35.6,0.1,50.11,0.03,40,101,2000000,0,9.97,0,86.41,0,0,0,0.07,0.03,3.52,3585929
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,250,3756899,3756899,35.2,0.13,51.88,0.06,41,101,2000000,0,12.36,0,84.03,0,0,0,0,0.11,3.5,3844726
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,251,3587345,3587345,35.9,0.34,53.52,0.3,40,101,2000000,0,11.51,0,85.56,0,0,0,0.16,0.07,2.7,3270102
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,252,3846098,3846098,35.9,0.55,52.58,0.53,40,101,2000000,0.02,10.71,0,84.45,0,0,0,0.16,0.05,4.61,3482765
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,253,3272295,3272295,34.6,0.05,53.96,0.02,40,101,2000000,0,9.76,0,87.48,0,0,0,0.1,0.03,2.63,3600164
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,255,3483944,3483944,36,0.23,51.3,0.17,40,101,2000000,0,13.63,0,83.1,0,0,0,0.14,0.03,3.1,3605554
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,257,3605652,3605652,35.9,0.22,55.57,0.13,40,101,2000000,0,6.28,0,90.73,0,0,0,0.03,0.15,2.81,4232806
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,258,4234374,4234374,35.9,0.16,51.32,0.13,40,101,2000000,0,12.7,0,83.38,0,0,0,0.15,0.02,3.75,5911742
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,258.A07,3606456,3606456,36,0.13,46.35,0.05,41,101,2000000,0,16.44,0,79.86,0,0,0,0.12,0.07,3.51,293989
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,26,4557356,4557356,36,0.12,50.03,0.03,41,101,2000000,0,15.12,0,81.23,0,0,0,0.13,0.06,3.46,3478660
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,262,493867,493867,33.9,45.13,15.77,52.08,53,101,493867,0,0.88,0,57.54,0.01,0.88,0,0.37,0.06,40.26,3025884
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,263,3480107,3480107,35.3,0.2,49.96,0.14,40,101,2000000,0,16.58,0,80.99,0,0,0,0.11,0.06,2.26,3245297
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,264,3026861,3026861,36,0.2,47.98,0.11,40,101,2000000,0,15.03,0,82.24,0.01,0,0,0.07,0.03,2.62,3439983
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,265,3246283,3246283,36,0.51,49.06,0.45,40,101,2000000,0,17.48,0,79.26,0,0.01,0,0.12,0.02,3.11,2936237
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,266,3442349,3442349,34.5,0.07,55.05,0.05,40,101,2000000,0,11.72,0,85.91,0,0,0,0.02,0.11,2.24,3362952
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,267,2937207,2937207,36,0.24,51.04,0.17,41,101,2000000,0,11.93,0,84.67,0,0,0,0.01,0.12,3.27,5268010
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,268,3371180,3371180,35.9,0.37,49.61,0.27,41,101,2000000,0,10.68,0,86.08,0,0,0,0.22,0.01,3.01,4555528
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,269,5269485,5269485,35.9,0.13,50.68,0.07,40,101,2000000,0,14.18,0,83.11,0,0,0,0.09,0.03,2.59,5011602
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,27,2838428,2838428,36,0.18,42.13,0.13,41,101,2000000,0,14.76,0,82.05,0,0,0,0.12,0.06,3.01,4868558
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,271,5013404,5013404,35.9,0.11,51.68,0.05,40,101,2000000,0,11.64,0,85.53,0,0,0,0.12,0.04,2.67,4710960
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,272,4870968,4870968,35.2,0.27,52.82,0.23,40,101,2000000,0,15.45,0,82.07,0,0,0,0.04,0.18,2.26,4780579
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,273,4712742,4712742,35.8,0.31,51.52,0.27,40,101,2000000,0,13.89,0,82.98,0,0.01,0,0.11,0.06,2.95,3882074
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,274,4797969,4797969,35.8,0.45,51.01,0.42,40,101,2000000,0,15.14,0,82.28,0,0.01,0,0.14,0.03,2.4,2837306
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,275,3884728,3884728,34.6,0.1,56.18,0.07,40,101,2000000,0,12.01,0,85.34,0,0,0,0.06,0.24,2.35,4475282
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,28,294084,294084,32.9,63.34,13.24,73.21,58,101,294084,0,0.23,0,39.65,0.06,0,0,1.16,0.15,58.75,4641423
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,280,4476944,4476944,35.9,0.28,52.61,0.24,40,101,2000000,0,9.75,0,87.11,0,0.02,0,0.11,0.05,2.96,3985650
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,282,4658260,4658260,35.7,0.46,53.05,0.42,40,101,2000000,0,9.54,0,86.65,0.01,0.02,0,0.03,0.24,3.51,3389350
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,284,3986810,3986810,36,0.13,51.04,0.07,40,101,2000000,0,11.39,0,86.18,0,0,0,0.07,0.03,2.33,3946287
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,285,3390531,3390531,36,0.28,52.13,0.22,40,101,2000000,0,10.05,0,86.15,0,0,0,0.03,0.14,3.63,3191426
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,286,3947680,3947680,35.8,0.34,50.99,0.31,40,101,2000000,0,11.56,0,84.86,0,0,0,0.05,0.19,3.34,3840472
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,287,3214011,3214011,36,0.89,51.81,0.91,40,101,2000000,0,13.45,0,83.02,0,0,0,0.15,0.09,3.29,127897
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,288,3865496,3865496,36,0.81,52.27,0.83,40,101,2000000,0,10.27,0,86.65,0,0,0,0.01,0.11,2.96,3603388
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,29,6818109,6818109,35.9,0.14,51.97,0.09,40,101,2000000,0,8.05,0,88.33,0,0,0,0.04,0.01,3.57,3063616
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,291,3605262,3605262,35,0.07,52.06,0.05,40,101,2000000,0,10.09,0,85.78,0,0,0,0.13,0.03,3.97,4436686
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,295,3064531,3064531,36,0.22,50.57,0.16,40,101,2000000,0,14.13,0,82.92,0,0,0,0.1,0.03,2.82,3510191
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,296,4444602,4444602,35.1,0.24,53.02,0.18,40,101,2000000,0,10.74,0,86.19,0,0,0,0.2,0.05,2.82,3244374
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,297,3511162,3511162,36,0.12,52.28,0.06,40,101,2000000,0,10.34,0,86.96,0.01,0,0,0.03,0.15,2.51,3131555
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,298,3245495,3245495,36,0.17,52.06,0.12,40,101,2000000,0,9.8,0,87.08,0,0,0,0.15,0.05,2.92,6815357
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,299,3132851,3132851,35.7,0.67,50.54,0.69,41,101,2000000,0,12.98,0,82.79,0,0,0,0.1,0.07,4.06,3123011
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,3,2893802,2893802,36,0.3,44.99,0.09,41,101,2000000,0,14.32,0,82.41,0.01,0,0,0.02,0.11,3.13,2660084
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,30,5282927,5282927,35.9,0.2,52.73,0.11,40,101,2000000,0,9.45,0,87.36,0,0,0,0.19,0.05,2.95,2629547
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,300,2661027,2661027,36,0.15,52.88,0.09,40,101,2000000,0,9.06,0,87.8,0,0,0,0.03,0.2,2.91,2604493
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,302,2645085,2645085,36,0.74,51.9,0.74,40,101,2000000,0,8.74,0,87.85,0,0.01,0,0.1,0.03,3.27,2718411
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,303,2605969,2605969,35.2,0.19,55.06,0.18,40,101,2000000,0,9.62,0,87.54,0,0,0,0.15,0.08,2.61,2858688
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,304,2719374,2719374,36,0.3,53.04,0.27,40,101,2000000,0,9.75,0,86.83,0,0,0,0.07,0.16,3.19,4555494
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,305,2869281,2869281,36,0.47,51.36,0.42,40,101,2000000,0,13.55,0,83.55,0,0,0,0.17,0.05,2.68,4658427
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,306,4556700,4556700,36,0.17,51.18,0.1,40,101,2000000,0,13.16,0,84.42,0,0,0,0.07,0.17,2.18,4410587
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,307,4660030,4660030,36,0.27,51.25,0.21,40,101,2000000,0,14.1,0,83.27,0,0,0,0.12,0.06,2.45,4800604
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,308,4422880,4422880,35.2,0.34,54.74,0.3,40,101,2000000,0,10.87,0,85.98,0,0,0,0.02,0.2,2.93,5276188
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,309,4829936,4829936,35.7,0.75,51.99,0.72,41,101,2000000,0,11.55,0,84.21,0,0,0,0.21,0.09,3.94,4467426
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,311,4514288,4514288,35.8,1.27,54.44,1.33,40,101,2000000,0,10.66,0,85.75,0,0,0,0.04,0.19,3.36,3734456
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,312,3737799,3737799,33.8,0.04,60.05,0.03,40,101,2000000,0,9.77,0,87.15,0,0,0,0.05,0.16,2.87,4213689
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,314,4215143,4215143,35.9,0.33,52.26,0.26,40,101,2000000,0,9.68,0,87.07,0,0,0,0.06,0.11,3.08,4521679
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,315,4532458,4532458,35.9,0.34,50.23,0.26,40,101,2000000,0,11.56,0,85.17,0,0,0,0.05,0.14,3.08,4835537
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,316,4836679,4836679,36,0.13,50.54,0.06,40,101,2000000,0,14.51,0,83.02,0,0,0,0.02,0.17,2.28,5282760
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,318,5284333,5284333,36,0.17,50.65,0.1,40,101,2000000,0,14.55,0,82.92,0,0,0,0.2,0.03,2.3,4670034
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,319,4702345,4702345,34.9,0.85,54.93,0.87,40,101,2000000,0,15.53,0,81.63,0,0,0,0.16,0.05,2.63,5182599
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,32,328199,328199,29.5,64.32,13.49,74.48,58,101,328199,0,0.14,0,40.46,0.02,0,0,1.28,0.36,57.74,5132196
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,320,5210353,5210353,35.7,0.67,51.41,0.64,41,101,2000000,0,12.87,0,83.79,0,0,0,0.03,0.15,3.16,4148465
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,321,5152452,5152452,35.8,0.5,53.01,0.46,40,101,2000000,0,12.98,0,84.25,0,0,0,0.07,0.05,2.65,4667395
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,322,4150975,4150975,34.3,0.05,54.32,0.02,40,101,2000000,0,11.92,0,85.07,0,0,0,0.12,0.06,2.83,4902406
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,324,4668800,4668800,35.9,0.26,49.99,0.2,40,101,2000000,0,14.47,0,82.3,0,0,0,0.03,0.17,3.03,4270666
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,325,4911898,4911898,35.8,0.27,52,0.2,40,101,2000000,0,10.96,0,85.93,0,0,0,0.18,0.02,2.91,3630191
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,326,4272301,4272301,35.8,0.11,49.65,0.03,40,101,2000000,0,12.51,0,84.7,0,0,0,0.12,0.08,2.59,3634303
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,327,3631473,3631473,35.9,0.11,50.9,0.04,40,101,2000000,0,10.82,0,85.62,0,0,0,0.09,0.06,3.41,140080
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,32B,3635443,3635443,35.9,0.12,43.65,0.07,41,101,2000000,0.01,10.26,0,86.29,0,0,0,0.11,0.06,3.27,4282234
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,33,220718,220718,33,63.86,16.02,74.2,58,101,220718,0,0.28,0,42.9,0.1,0,0.01,1.06,0.09,55.56,3952225
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,330,4283945,4283945,35.7,0.12,49.19,0.06,40,101,2000000,0,16.85,0,80.79,0,0,0,0.16,0.03,2.17,4219777
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,331,4221140,4221140,35.9,0.24,52.37,0.18,40,101,2000000,0,14.26,0,82.65,0,0,0,0.17,0.04,2.88,3811484
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,3310,3953721,3953721,35.8,0.11,49.33,0.04,40,101,2000000,0,14.32,0,82.82,0,0,0,0.11,0.04,2.71,4669060
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,333,3812807,3812807,35.7,0.15,49.53,0.07,40,101,2000000,0,13.53,0,83.76,0,0,0,0.12,0.01,2.58,3909344
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,334,4671177,4671177,35.6,0.17,51.61,0.1,40,101,2000000,0,11.35,0,85.29,0.01,0,0,0.12,0.03,3.2,3105125
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,335,3910562,3910562,35.9,0.2,48.58,0.1,41,101,2000000,0,15.81,0,80.96,0,0,0,0.02,0.06,3.15,4275959
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,337,3106127,3106127,36,0.24,51.19,0.18,40,101,2000000,0,12.24,0,84.59,0,0,0,0.11,0.04,3.02,3948711
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,338,4277641,4277641,35.5,0.19,51.64,0.12,40,101,2000000,0,11.63,0,85.4,0,0,0,0.1,0.03,2.84,102328
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,339,3950211,3950211,35.7,0.24,49.76,0.16,41,101,2000000,0,11.85,0,84.93,0,0,0,0.1,0.07,3.05,3658498
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,34,4292362,4292362,34.3,0.04,50.3,0.01,41,101,2000000,0,10.12,0,86.13,0,0,0,0.02,0.11,3.62,3755578
