general-projectname,general-readlength,general-runname,general-samplename,subsample-rawreads,subsample-subsampledreads,fastqc-meanreadqualityR1,fastqc-pct-adapter,fastqc-pct-deduplicated,fastqc-pct-dimer,fastqc-pct-gc,fastqc-sequencelength,fastqc-totalsequences,fastqspeciesscreen-pct-Adapters,fastqspeciesscreen-pct-Chloroplast,fastqspeciesscreen-pct-Mitochondria,fastqspeciesscreen-pct-NoHit,fastqspeciesscreen-pct-PhiX,fastqspeciesscreen-pct-Vectors,fastqspeciesscreen-pct-ecoli,fastqspeciesscreen-pct-human,fastqspeciesscreen-pct-mouse,fastqspeciesscreen-pct-rRNA,fastp
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,499,4544808,4544808,35.9,0.3,54.29,0.23,40,101,2000000,0,10.91,0,86.35,0,0,0,0.11,0.03,2.6,5881843
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,4990000,3247604,3247604,33.7,0.03,55.69,0.01,40,101,2000000,0,13.05,0,84.45,0,0,0,0.13,0.05,2.32,2903012
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,5,8020313,8020313,36,0.09,51,0.04,40,101,2000000,0,11.81,0,85.7,0,0,0,0.07,0.04,2.38,3037948
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,50,5495298,5495298,35.9,0.21,50.24,0.12,40,101,2000000,0,16.01,0,80.24,0,0,0,0.09,0.06,3.6,3578892
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,502,3039991,3039991,33.9,0.04,55.92,0.01,41,101,2000000,0,10.22,0,85.83,0,0,0,0.17,0.06,3.72,2969339
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,503,3580880,3580880,35,0.15,50.84,0.07,41,101,2000000,0,11.44,0,84.65,0,0,0,0.12,0.01,3.78,2997269
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,504,2973095,2973095,35.5,0.24,50.85,0.12,40,101,2000000,0,13.34,0,84.2,0,0,0,0.02,0.07,2.37,2530268
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,505,2998290,2998290,36,0.23,47.01,0.1,41,101,2000000,0,17.69,0,79.47,0,0,0,0.02,0.07,2.75,2661491
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,506,2662403,2662403,35.9,0.22,46.24,0.07,41,101,2000000,0,19.04,0,78.23,0,0,0,0.08,0.03,2.62,2452776
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,506.C10,2531024,2531024,36,0.15,39.06,0.11,41,101,2000000,0,21.26,0,75.59,0,0,0,0.02,0.19,2.94,3225306
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,507,2453565,2453565,36,0.18,48.67,0.06,41,101,2000000,0,14.51,0,82.31,0,0,0,0.19,0.1,2.89,3231549
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,508,3228344,3228344,35.9,0.19,48.48,0.06,41,101,2000000,0,14.25,0,82.91,0,0,0,0.09,0.04,2.71,5493373
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,509,3235512,3235512,34.9,0.2,51.18,0.08,41,101,2000000,0,13.51,0,83.02,0,0,0,0.16,0.05,3.26,2939471
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,51,4737593,4737593,36,0.15,51.46,0.07,40,101,2000000,0,10.89,0,85.92,0,0,0,0.12,0.08,2.99,2692415
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,510,2941352,2941352,34.5,0.17,56.07,0.09,40,101,2000000,0,8.8,0,88.28,0,0,0,0.18,0.06,2.68,2868500
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,511,2695848,2695848,35.4,0.19,51.24,0.11,40,101,2000000,0,12.39,0,84.56,0,0,0,0.14,0.01,2.9,3039663
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,512,2869634,2869634,35.5,0.2,49.05,0.09,40,101,2000000,0,15.12,0,82.31,0,0,0,0.03,0.19,2.35,3298661
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,513,3040581,3040581,36,0.17,48.64,0.07,40,101,2000000,0,15.57,0,82.23,0,0,0,0.16,0.05,1.99,3039891
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,514,3302235,3302235,35.8,0.2,50.11,0.09,40,101,2000000,0,10.79,0,86.67,0,0,0,0.13,0.02,2.39,3469782
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,515,3040834,3040834,36,0.17,50.02,0.07,40,101,2000000,0,11.17,0,85.48,0,0,0,0.17,0.02,3.16,3747251
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,518,3475174,3475174,35.9,0.26,50.05,0.16,41,101,2000000,0,12.77,0,83.88,0,0,0,0.11,0.06,3.18,4736115
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,519,3753323,3753323,35.2,0.26,51.98,0.16,40,101,2000000,0,12.92,0,83.75,0,0,0,0.08,0.16,3.09,3385021
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,52,4733000,4733000,35.9,0.22,52.22,0.16,40,101,2000000,0,10.42,0,86.66,0,0,0,0.08,0.04,2.8,3613177
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,521,3387190,3387190,33.9,0.05,57.64,0.01,40,101,2000000,0,8.32,0,88.2,0,0,0,0.09,0.04,3.35,3413058
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,522,3614758,3614758,35,0.13,51.39,0.05,40,101,2000000,0,13.01,0,84.39,0,0,0,0.08,0.02,2.5,3597423
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,524,3414268,3414268,35.5,0.16,50.2,0.07,40,101,2000000,0,13.73,0,82.88,0,0,0,0.19,0.04,3.16,3234498
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,525,3600770,3600770,35.9,0.19,49.57,0.08,40,101,2000000,0,13.15,0,83.72,0.01,0,0,0.01,0.16,2.95,3213508
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,527,3241545,3241545,35.8,0.36,50.37,0.25,41,101,2000000,0,12.76,0,83.64,0,0,0,0.09,0.02,3.49,3558411
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,528,3216259,3216259,35.9,0.19,50.54,0.05,41,101,2000000,0,10.85,0,85.32,0,0,0,0.09,0.05,3.69,4725441
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,529,3560451,3560451,35.9,0.19,48.94,0.04,41,101,2000000,0,12.43,0,84.48,0,0,0,0.15,0.06,2.88,3689375
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,53,4550276,4550276,36,0.2,49.99,0.14,40,101,2000000,0,13.99,0,83.08,0,0,0,0.11,0.05,2.77,3292311
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,530,3693778,3693778,34.5,0.21,53.79,0.1,41,101,2000000,0,12.91,0,84.31,0,0,0,0.02,0.1,2.66,3174136
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,532,3295002,3295002,35,0.21,50.33,0.05,41,101,2000000,0,11.8,0,84.44,0,0,0,0.13,0.02,3.61,3801662
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,533,3804348,3804348,34.9,0.18,49.95,0.04,41,101,2000000,0,13.78,0,82.92,0,0,0,0.12,0.03,3.15,3645533
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,533.A10,3176016,3176016,34.5,0.12,47.51,0.05,41,101,2000000,0,16.59,0,80.17,0,0,0,0.02,0.17,3.05,3219955
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,535,3648616,3648616,35.3,0.19,49.5,0.06,41,101,2000000,0,15,0,81.2,0,0,0,0.18,0.01,3.61,2801597
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,536,3223901,3223901,36,0.22,49.9,0.12,40,101,2000000,0,11.95,0,84.58,0,0,0.01,0.17,0.05,3.24,4548541
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,537,2802521,2802521,36,0.28,46.63,0.14,40,101,2000000,0,18.54,0,79.59,0.01,0,0,0.04,0.16,1.66,2660185
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,54,5619115,5619115,36,0.08,49.57,0.04,40,101,2000000,0,14.32,0,83.47,0,0,0,0.14,0.02,2.05,2904855
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,540,2662707,2662707,36,0.19,50.59,0.07,41,101,2000000,0,10.15,0,86.05,0,0,0,0.03,0.22,3.55,3382377
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,542,2909255,2909255,36,0.25,48.22,0.15,41,101,2000000,0,12.44,0,83.91,0,0,0,0.08,0.03,3.54,3181600
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,543,3389206,3389206,35,0.32,50.73,0.19,41,101,2000000,0,15.46,0,81.79,0,0,0,0.02,0.11,2.62,3629704
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,544,3184895,3184895,35.4,0.2,50.74,0.06,40,101,2000000,0.01,11.54,0,85.8,0,0,0,0.06,0.12,2.47,3060266
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,548,3631816,3631816,34.3,0.1,55.23,0.03,41,101,2000000,0,12.09,0,84.17,0,0,0,0.09,0.05,3.6,5617029
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,549,3063251,3063251,35.7,0.19,50.81,0.07,40,101,2000000,0,12.54,0,84.25,0,0,0,0.11,0.03,3.07,2817800
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,55,5031819,5031819,36,0.16,50.87,0.08,40,101,2000000,0,15.5,0,82.04,0,0,0.01,0.13,0.04,2.28,2565581
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,550,2818690,2818690,36,0.16,51.49,0.07,40,101,2000000,0,12.16,0,85.02,0,0,0,0.16,0.08,2.58,2493476
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,551,2566404,2566404,36,0.17,50.62,0.07,40,101,2000000,0,11.61,0,84.81,0,0,0,0.03,0.17,3.38,2896941
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,552,2494282,2494282,36,0.16,51.98,0.07,40,101,2000000,0,11.75,0,85.72,0,0,0,0.13,0.08,2.32,2958254
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,553,2899571,2899571,36,0.15,51.38,0.07,40,101,2000000,0,10.98,0,86.05,0,0,0,0.02,0.08,2.87,2735897
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,555,2959279,2959279,35.9,0.2,48.19,0.07,41,101,2000000,0,17.06,0,79.57,0,0,0,0.18,0.03,3.16,2849538
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,557,2736782,2736782,35.8,0.13,49.74,0.04,40,101,2000000,0,13.02,0,83.97,0,0,0,0.12,0.03,2.86,2474358
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,558,2850614,2850614,35.9,0.15,51.87,0.04,41,101,2000000,0,12.92,0,84.11,0,0,0,0.13,0.03,2.81,5030066
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,559,2475183,2475183,36,0.17,51.64,0.08,40,101,2000000,0,13.94,0,83.44,0,0,0,0.16,0.08,2.38,2602358
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,56,5541846,5541846,35.8,0.43,53.6,0.4,40,101,2000000,0,10.33,0,86.3,0,0,0,0.07,0.04,3.26,3299590
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,561,2605309,2605309,35.9,0.21,52.42,0.1,41,101,2000000,0,10.33,0,86.65,0,0,0,0.06,0.02,2.94,2322153
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,561.S.006,3300737,3300737,36,0.09,44.94,0.05,41,101,2000000,0,13.42,0,82.66,0,0,0,0.09,0.07,3.76,2577866
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,564,2325605,2325605,36,0.23,50.52,0.14,40,101,2000000,0,11.27,0,86.17,0,0,0,0.02,0.1,2.44,5523870
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,565,2580172,2580172,36,0.17,50.09,0.07,40,101,2000000,0,12.59,0,84.16,0,0,0,0.04,0.15,3.06,3000973
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,57,5412525,5412525,35,0.47,52.94,0.42,40,101,2000000,0,13.47,0,83.3,0,0,0,0.16,0.05,3.02,2729471
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,570,3002386,3002386,35.4,0.21,50.75,0.1,41,101,2000000,0,10.37,0,84.66,0,0,0,0.14,0.06,4.77,2457966
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,572,2731982,2731982,35.7,0.22,49.31,0.07,41,101,2000000,0,10.16,0,85.3,0,0,0,0.09,0.02,4.43,2896569
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,575,2458921,2458921,35.5,0.13,48.37,0.03,41,101,2000000,0,11.85,0,83.54,0,0,0,0.12,0.03,4.46,3518475
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,576,2897554,2897554,35.5,0.15,48.86,0.04,41,101,2000000,0,13.84,0,82.42,0,0,0,0.04,0.13,3.57,5392866
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,577,3519658,3519658,36,0.18,49.92,0.08,40,101,2000000,0,14.46,0,82.48,0,0,0,0.19,0.06,2.81,3359069
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,581,3362352,3362352,35.8,0.19,51.2,0.08,40,101,2000000,0,12.35,0,84.67,0,0,0,0.14,0.04,2.8,3203034
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,582,3204134,3204134,35.9,0.25,49.11,0.16,40,101,2000000,0,13.35,0,83.5,0,0,0,0.03,0.13,2.99,3641520
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,584,3642730,3642730,35.9,0.17,49.29,0.06,40,101,2000000,0,13.37,0,83.7,0,0,0,0.12,0.03,2.78,4050653
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,585,4053095,4053095,34.9,0.16,51.58,0.06,41,101,2000000,0,14.17,0,82.43,0,0,0,0.21,0.04,3.15,3545158
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,586,3546919,3546919,34.7,0.16,52.58,0.07,40,101,2000000,0,13.29,0,83.52,0,0,0,0.01,0.19,2.99,3519768
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,587,3523703,3523703,35.3,0.2,53.55,0.08,40,101,2000000,0,13.03,0,84.33,0,0,0,0.02,0.12,2.5,3444234
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,588,3446720,3446720,35.4,0.15,52.53,0.04,40,101,2000000,0,13.11,0,84.79,0,0,0,0.15,0.07,1.88,3158728
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,59,5462657,5462657,36,0.37,53.72,0.32,40,101,2000000,0,10.03,0,87.59,0,0,0,0.18,0.05,2.15,2619923
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,593,3162249,3162249,35.9,0.21,48.46,0.11,40,101,2000000,0,13.91,0,83.03,0,0,0,0.02,0.15,2.89,2514267
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,594,2625756,2625756,35.9,0.41,52.91,0.24,41,101,2000000,0,12.12,0,84.9,0,0,0,0.12,0.05,2.81,2946304
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,596,2515075,2515075,36,0.23,49.36,0.13,40,101,2000000,0,16.05,0,81.3,0,0,0,0.01,0.15,2.49,3423314
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,598,2949174,2949174,36,0.2,49.75,0.08,40,101,2000000,0,11.69,0,84.92,0,0,0,0.12,0.03,3.24,5447120
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,599,3426174,3426174,33.5,0.02,58.94,0.01,40,101,2000000,0,9.75,0,87.45,0,0,0,0.02,0.1,2.68,8017277
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,6,6880727,6880727,35.9,0.17,50.68,0.08,40,101,2000000,0,13.02,0,83.66,0,0,0,0.09,0,3.23,3091316
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,60,5061742,5061742,36,0.14,50.16,0.06,40,101,2000000,0,11.79,0,85.9,0,0,0,0.18,0.07,2.06,2927149
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,600,3096014,3096014,35.4,0.26,50.85,0.13,40,101,2000000,0,14.65,0,82.81,0,0,0,0.01,0.13,2.4,1772631
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,601,2930110,2930110,35.3,0.23,51.58,0.05,41,101,2000000,0,12.42,0,83.25,0,0,0,0.2,0.03,4.1,3226640
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,603,1780846,1780846,35.5,0.92,54.67,0.47,41,101,1780846,0,16.16,0,81.06,0,0,0,0.12,0.07,2.59,2847910
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,605,3228079,3228079,35.1,0.16,46.68,0.12,41,101,2000000,0,16.41,0,79.99,0,0,0,0.18,0.04,3.38,3373584
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,607,2848784,2848784,36,0.13,40.3,0.08,41,101,2000000,0,17.78,0,79.35,0,0,0,0.03,0.15,2.69,3519509
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,608,3375111,3375111,35.3,0.15,44.07,0.11,41,101,2000000,0,18.17,0,78.09,0,0,0,0.15,0.03,3.56,5057523
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,609,3520992,3520992,35.6,0.15,45.36,0.1,41,101,2000000,0,16.2,0,80.24,0,0,0,0.13,0.07,3.36,4550461
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,62,4552062,4552062,36,0.17,51.23,0.1,40,101,2000000,0,12.68,0,83.88,0,0,0,0.16,0.01,3.27,6627504
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,63,6637898,6637898,35.8,0.23,52.04,0.15,40,101,2000000,0,11.67,0,85.31,0,0,0,0.03,0.15,2.84,6314993
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,64,6317057,6317057,36,0.14,50.85,0.07,40,101,2000000,0,12.89,0,84.76,0,0,0,0.04,0.11,2.2,6231788
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,65,6233894,6233894,35.9,0.16,50.02,0.1,40,101,2000000,0,13.86,0,83.41,0,0,0,0.14,0.03,2.56,6514098
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,66,6519021,6519021,33.7,0.01,54.26,0.01,40,101,2000000,0,14.66,0,82.13,0,0,0,0.12,0.05,3.04,3470239
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,67,6166635,6166635,33.6,0.01,56.51,0.01,40,101,2000000,0,15.78,0,81.54,0,0,0,0.01,0.13,2.54,6162430
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,67A,3471860,3471860,35.1,0.17,49.63,0.1,41,101,2000000,0,8.75,0,88.68,0,0,0,0.03,0.11,2.43,4157511
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,68,6178639,6178639,35.9,0.07,50.31,0.02,40,101,2000000,0,9.12,0,88.11,0,0,0,0.15,0.06,2.56,6176413
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,68A,4159132,4159132,35.6,0.12,48.11,0.07,40,101,2000000,0,8.87,0,88.51,0,0,0.02,0.15,0.03,2.42,5533532
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,69,5535796,5535796,35.8,0.15,48.47,0.1,40,101,2000000,0.03,15.21,0,80.97,0.01,0,0,0.02,0.1,3.66,6878435
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,7,2989154,2989154,35.3,0.17,47.13,0.11,41,101,2000000,0,13.46,0,83.3,0,0,0,0.07,0.05,3.12,5394880
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,70,5396846,5396846,35.9,0.16,53.36,0.1,40,101,2000000,0.01,11.34,0,85.12,0,0,0,0.22,0.05,3.26,6085220
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,72,6087405,6087405,35.9,0.24,51.68,0.16,40,101,2000000,0,13.69,0,82.78,0,0,0,0.03,0.16,3.34,3782101
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,74,5201560,5201560,36,0.13,51.93,0.07,40,101,2000000,0,12.5,0,84.5,0,0,0,0.04,0.17,2.79,5199901
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,74B,3783870,3783870,34.7,0.13,48.72,0.06,41,101,2000000,0,13.08,0,84.38,0,0,0,0.11,0.03,2.4,5271473
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,76,5273245,5273245,35.9,0.21,52.91,0.16,40,101,2000000,0,9.04,0,88.07,0,0,0,0.14,0.03,2.72,5479315
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,77,5483356,5483356,34.1,0.02,55.17,0.01,40,101,2000000,0,10.9,0,85.81,0,0,0,0.11,0.04,3.14,5611986
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,79,5614887,5614887,34.7,0.09,55.07,0.04,40,101,2000000,0,9.8,0,86.26,0,0,0,0,0.16,3.78,2987867
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,81,4084591,4084591,36,0.08,51.42,0.06,40,101,2000000,0,9.27,0,87.6,0,0,0,0.11,0.01,3.01,4083240
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,82,4655380,4655380,35.8,0.24,51.47,0.18,40,101,2000000,0,12.18,0,84.67,0.01,0,0,0.03,0.13,2.98,4653505
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,83,4521154,4521154,36,0.17,50.86,0.1,40,101,2000000,0,11.73,0,85.05,0,0,0,0.16,0.03,3.03,3482886
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,83A,3484179,3484179,36,0.22,46.12,0.15,41,101,2000000,0.02,17.05,0,80.79,0,0,0,0.02,0.11,2.01,3421043
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,83B,3422326,3422326,35.9,0.21,49.64,0.16,41,101,2000000,0.01,8.32,0,88.88,0,0,0,0.02,0.11,2.66,4519574
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,84A,3133324,3133324,35,0.17,51.38,0.11,41,101,2000000,0,7.86,0,89.54,0,0,0,0.11,0.02,2.47,3131623
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,84B,3397335,3397335,36,0.11,47.81,0.06,41,101,2000000,0,10.65,0,86.36,0,0,0,0.04,0.15,2.8,3396102
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,85,5644757,5644757,35.9,0.37,53.23,0.29,40,101,2000000,0,11.51,0,85.2,0,0,0,0.13,0.03,3.13,5629734
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,87,4866519,4866519,36,0.21,52.59,0.14,40,101,2000000,0,13.81,0,84.14,0,0,0,0.12,0.04,1.89,4859180
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,88,4599187,4599187,35.9,0.79,55.05,0.82,40,101,2000000,0,7.13,0,88.79,0,0,0,0.14,0.02,3.92,4569108
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,89,6116568,6116568,34.5,0.04,55.23,0.01,40,101,2000000,0,6.56,0,90.17,0,0,0,0.12,0.08,3.07,6111987
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,9,6429198,6429198,36,0.17,49.49,0.09,40,101,2000000,0,12.1,0,84.33,0,0,0,0.21,0.05,3.31,5663502
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,90,5666722,5666722,34.8,0.36,56.28,0.34,40,101,2000000,0,10.28,0,86.54,0,0,0,0.03,0.18,2.97,5263355
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,92,5265426,5265426,35.9,0.09,53.06,0.06,40,101,2000000,0,7.1,0,89.69,0,0,0,0.09,0.03,3.09,4584506
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,93,4586464,4586464,35.9,0.29,52.28,0.25,40,101,2000000,0,10.6,0,86.16,0,0,0,0.07,0.04,3.13,4741321
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,94,4743208,4743208,35.9,0.19,51.72,0.12,40,101,2000000,0,16.49,0,80.87,0,0,0,0.22,0.09,2.33,2953508
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,95,5531720,5531720,35.9,0.24,54.34,0.17,40,101,2000000,0,11.74,0,85.37,0,0,0,0.12,0.07,2.7,5521710
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,95B,2954481,2954481,36,0.18,47.24,0.1,41,101,2000000,0,13.28,0,83.7,0,0,0,0.12,0.05,2.85,4437265
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,96,4445796,4445796,36,0.29,54.84,0.2,40,101,2000000,0,10.39,0,85.23,0,0,0,0.06,0.19,4.13,4300045
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,97,4316022,4316022,35.9,0.46,54.46,0.44,40,101,2000000,0,9.39,0,87.81,0,0,0,0.06,0.01,2.73,3127416
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,98,5241985,5241985,33.8,0.03,59.73,0.02,40,101,2000000,0,8.86,0,87.42,0.01,0,0,0.08,0.02,3.61,5237127
Yu3_Project_002,101,201111_A00223_0449_BHWCWNDRXX,98A,3129089,3129089,34,0.04,52.43,0.02,41,101,2000000,0,8.29,0,88.89,0,0,0,0.05,0.12,2.65,6427236
undef,101,201111_A00223_0449_BHWCWNDRXX,Mean,3862582.44,3862582.44,35.57,0.81,50.31,0.84,40.53,101,1978593.7,0,11.76,0,84.55,0,0,0,0.11,0.08,3.49,
,,,,,1950604130,35.5706930693,,,,,,,,,,,,,,,,,1947903302
,,,,,,,,,,,,,,,,,,,,,,,99.8615388967
