Roza2019_VCF_ID1,Roza2019_VCF_ID,Sample_ID,Plant_ID.x,Ordering,rep,col,row,Plant_ID.y,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,group
SM:123_S76_R1_001,123_S76_R1_001,123_30E-222A-2,123,92,1,5,16,123,30E,222A,1622,2,1613-30x1622-30E,1613-30,1622-30E,222A_2,Plant#2,1613-30_1622-30E,1613-30,1622-30E,30,6.58063019383154,-60.2799510262308,-4.42756395718477,1
SM:124_S88_R1_001,124_S88_R1_001,124_30L-228A-2,124,93,1,5,17,124,30L,228A,1622,2,1613-30x1622-30L,1613-30,1622-30L,228A_2,Plant#2,1613-30_1622-30L,1613-30,1622-30L,30,7.83900742583053,8.74677012787802,29.9012665133315,2
SM:125_S99_R1_001,125_S99_R1_001,125_30B-219A-2,125,94,1,5,18,125,30B,219A,1622,2,1613-30x1622-30B,1613-30,1622-30B,219A_2,Plant#2,1613-30_1622-30B,1613-30,1622-30B,30,26.4120962214629,-10.3249136459259,24.3175215160198,2
SM:126_S111_R1_001,126_S111_R1_001,126_32D-236A-,126,95,1,5,19,126,32D,236A,1622,0,1613-32x1622-32D,1613-32,1622-32D,236A_0,Plant#0,1613-32_1622-32D,1613-32,1622-32D,32,-62.260167051073,20.0561555807744,5.87991299363291,3
SM:128_S123_R1_001,128_S123_R1_001,128_4B-18A-1,128,96,1,6,1,128,4B,18A,1622,1,1613-4x1622-4B,1613-4,1622-4B,18A_1,Plant#1,1613-4_1622-4B,1613-4,1622-4B,4,34.5832222543075,23.148639719771,5.47710173309353,2
SM:129_S41_R1_001,129_S41_R1_001,129_4C-19A-2,129,97,1,6,2,129,4C,19A,1622,2,1613-4x1622-4C,1613-4,1622-4C,19A_2,Plant#2,1613-4_1622-4C,1613-4,1622-4C,4,29.9726860479291,16.6445620554912,5.0674892596092,2
SM:130_S53_R1_001,130_S53_R1_001,130_4D-20A-8,130,98,1,6,3,130,4D,20A,1622,8,1613-4x1622-4D,1613-4,1622-4D,20A_8,plant#8,1613-4_1622-4D,1613-4,1622-4D,4,28.4229306815541,30.4230324164406,-5.09874166546912,2
SM:131_S65_R1_001,131_S65_R1_001,131_4G-23A-1,131,99,1,6,4,131,4G,23A,1622,1,1613-4x1622-4G,1613-4,1622-4G,23A_1,Plant#1,1613-4_1622-4G,1613-4,1622-4G,4,16.0802785807583,23.1881838131875,11.4401309888427,2
SM:133_S77_R1_001,133_S77_R1_001,133_4L-27A-2,133,100,1,6,5,133,4L,27A,1622,2,1613-4x1622-4L,1613-4,1622-4L,27A_2,Plant#2,1613-4_1622-4L,1613-4,1622-4L,4,34.1955434949023,22.0853353972423,7.2642626537256,2
SM:134_S89_R1_001,134_S89_R1_001,134_4L-27A-,134,101,1,6,6,134,4L,27A,1622,0,1613-4x1622-4L,1613-4,1622-4L,27A_0,Plant#0,1613-4_1622-4L,1613-4,1622-4L,4,33.054139274786,20.2851996250235,7.92904034842117,2
SM:135_S100_R1_001,135_S100_R1_001,135_5A-28A-1,135,102,1,6,7,135,5A,28A,1622,1,1613-5x16225A,1613-5,16225A,28A_1,Plant#1,1613-5_16225A,1613-5,16225A,5,32.3744404730164,14.391926942563,23.810113530961,2
SM:138_S112_R1_001,138_S112_R1_001,138_5I-34A-8,138,103,1,6,8,138,5I,34A,1622,8,1613-5x1622-5I,1613-5,1622-5I,34A_8,plant#8,1613-5_1622-5I,1613-5,1622-5I,5,37.7870397676061,-18.728782222852,88.3846838316187,2
SM:140_S124_R1_001,140_S124_R1_001,140_5B-29A-2,140,104,1,6,9,140,5B,29A,1622,2,1613-5x1622-5B,1613-5,1622-5B,29A_2,Plant#2,1613-5_1622-5B,1613-5,1622-5B,5,9.53672241486269,-17.9359714527538,50.6340065605186,2
SM:141_S42_R1_001,141_S42_R1_001,141_5E-31A-1,141,105,1,6,10,141,5E,31A,1622,1,1613-5x1622-5E,1613-5,1622-5E,31A_1,Plant#1,1613-5_1622-5E,1613-5,1622-5E,5,17.2379885762157,10.2842836961805,48.6427413513803,2
SM:143_S54_R1_001,143_S54_R1_001,143_5F-32A-1,143,106,1,6,11,143,5F,32A,1622,1,1613-5x1622-5F,1613-5,1622-5F,32A_1,Plant#1,1613-5_1622-5F,1613-5,1622-5F,5,25.9351757121882,-11.881234867442,107.816884492557,2
SM:144_S66_R1_001,144_S66_R1_001,144_5F-32A-2,144,107,1,6,12,144,5F,32A,1622,2,1613-5x1622-5F,1613-5,1622-5F,32A_2,Plant#2,1613-5_1622-5F,1613-5,1622-5F,5,-38.8167668812369,12.8687301521178,75.9684926595549,3
SM:145_S78_R1_001,145_S78_R1_001,145_5G-33A-2,145,108,1,6,13,145,5G,33A,1622,2,1613-5x1622-5G,1613-5,1622-5G,33A_2,Plant#2,1613-5_1622-5G,1613-5,1622-5G,5,8.26991497581549,-53.2833637075813,36.506711914169,1
SM:146_S90_R1_001,146_S90_R1_001,146_5L-37A-,146,109,1,6,14,146,5L,37A,1622,0,1613-5x1622-5L,1613-5,1622-5L,37A_0,Plant#0,1613-5_1622-5L,1613-5,1622-5L,5,27.1202537449193,6.11131524425484,47.2480586728831,2
SM:147_S101_R1_001,147_S101_R1_001,147_6A-38A-1,147,110,1,6,15,147,6A,38A,1622,1,1613-6x1622-6A,1613-6,1622-6A,38A_1,Plant#1,1613-6_1622-6A,1613-6,1622-6A,6,-22.3236652911237,-18.7257720729015,-33.9271425215576,1
SM:149_S113_R1_001,149_S113_R1_001,149_6F-42A-8-1,149,111,1,6,16,149,6F,42A,1622,8-1,1613-6x1622-6F,1613-6,1622-6F,42A_8-1,plant#8,1613-6_1622-6F,1613-6,1622-6F,6,-33.7577927764901,-50.5412813345802,-37.1204521864874,1
SM:150_S125_R1_001,150_S125_R1_001,150_6F-42A-8-2,150,112,1,6,17,150,6F,42A,1622,8-2,1613-6x1622-6F,1613-6,1622-6F,42A_8-2,plant#8,1613-6_1622-6F,1613-6,1622-6F,6,17.2615215969175,6.83429427076844,-13.0249744249358,2
SM:151_S43_R1_001,151_S43_R1_001,151_6H-44A-2,151,113,1,6,18,151,6H,44A,1622,2,1613-6x1622-6H,1613-6,1622-6H,44A_2,Plant#2,1613-6_1622-6H,1613-6,1622-6H,6,-14.4935662530333,-34.7004407167109,-33.9347764826367,1
SM:152_S55_R1_001,152_S55_R1_001,152_6L-47A-2,152,114,1,6,19,152,6L,47A,1622,2,1613-6x1622-6L,1613-6,1622-6L,47A_2,Plant#2,1613-6_1622-6L,1613-6,1622-6L,6,-12.9584463362397,-4.88713255538449,-12.5209482991205,2
SM:153_S67_R1_001,153_S67_R1_001,153_6L-47A-9,153,115,1,7,1,153,6L,47A,1622,9,1613-6x1622-6L,1613-6,1622-6L,47A_9,Plant#9,1613-6_1622-6L,1613-6,1622-6L,6,-4.07235276471141,-50.5874628556646,-25.4719544939938,1
SM:155_S79_R1_001,155_S79_R1_001,155_17A-126A-2,155,116,1,7,2,155,17A,126A,1622,2,1613-7x1622-17A,1613-7,1622-17A,126A_2,Plant#2,1613-7_1622-17A,1613-7,1622-17A,7,27.3658964261522,-15.9970606635903,48.4499509952805,2
SM:156_S91_R1_001,156_S91_R1_001,156_7A-48A-1,156,117,1,7,3,156,7A,48A,1622,1,1613-7x1622-7A,1613-7,1622-7A,48A_1,Plant#1,1613-7_1622-7A,1613-7,1622-7A,7,-30.7778743463,34.2868083416608,17.4208682532761,3
SM:157_S102_R1_001,157_S102_R1_001,157_7A-48A-2,157,118,1,7,4,157,7A,48A,1622,2,1613-7x1622-7A,1613-7,1622-7A,48A_2,Plant#2,1613-7_1622-7A,1613-7,1622-7A,7,38.6384146307373,43.6367195472498,-23.5283992014981,2
SM:158_S114_R1_001,158_S114_R1_001,158_7B-49A-8,158,119,1,7,5,158,7B,49A,1622,8,1613-7x1622-7B,1613-7,1622-7B,49A_8,plant#8,1613-7_1622-7B,1613-7,1622-7B,7,-49.568836991921,41.5094380465431,5.5560047971528,3
SM:160_S126_R1_001,160_S126_R1_001,160_8B-59A-1,160,120,1,7,6,160,8B,59A,1622,1,1613-8x1622-8B,1613-8,1622-8B,59A_1,Plant#1,1613-8_1622-8B,1613-8,1622-8B,8,17.9329995232837,-8.07475301029546,66.8924242713413,2
SM:161_S44_R1_001,161_S44_R1_001,161_8-64A-2,161,121,1,7,7,161,8,64A,1613,2,1613-8x1622-8,1613-8,1622-8,64A_2,Plant#2,1613-8_1622-8,1613-8,1622-8,8,19.2448101852015,8.8030381967264,10.1879385514735,2
SM:163_S56_R1_001,163_S56_R1_001,163_8A-58A-1,163,122,1,7,8,163,8A,58A,1622,1,1613-8x1622-8A,1613-8,1622-8A,58A_1,Plant#1,1613-8_1622-8A,1613-8,1622-8A,8,1.17282653737032,-1.00693707833544,-15.562538793323,2
SM:164_S68_R1_001,164_S68_R1_001,164_9F-69A-9,164,123,1,7,9,164,9F,69A,1622,9,1613-9x1622-9F,1613-9,1622-9F,69A_9,Plant#9,1613-9_1622-9F,1613-9,1622-9F,9,33.3655123480119,-1.98107866661674,2.43540005928489,2
SM:166_S80_R1_001,166_S80_R1_001,166_1-2B-1,166,124,1,7,10,166,1,2B,1613,1,1622-1Kx1613-1,1622-1K,1613-1,2B_1,Plant#1,1613-1_1622-1K,1613-1,1622-1K,1,30.1580983875924,5.12939230128894,9.31279674674018,2
SM:168_S92_R1_001,168_S92_R1_001,168_10-76B-9,168,125,1,7,11,168,10,76B,1613,9,1622-10Cx1613-10,1622-10C,1613-10,76B_9,Plant#9,1613-10_1622-10C,1613-10,1622-10C,10,-45.4740079492595,10.36291252342,-4.51754729799303,3
SM:169_S10_R1_001,169_S10_R1_001,169_10-77B-8,169,126,1,7,12,169,10,77B,1613,8,1622-10Dx1613-10,1622-10D,1613-10,77B_8,plant#8,1613-10_1622-10D,1613-10,1622-10D,10,22.2297639364025,-8.6355097163146,53.6899859839107,2
SM:170_S115_R1_001,170_S115_R1_001,170_10-77B-13,170,127,1,7,13,170,10,77B,1613,13,1622-10Dx1613-10,1622-10D,1613-10,77B_13,Plant#13,1613-10_1622-10D,1613-10,1622-10D,10,-21.392372939155,-60.7814016788979,-21.4003411855474,1
SM:172_S127_R1_001,172_S127_R1_001,172_10-77B-2,172,128,1,7,14,172,10,77B,1613,2,1622-10Dx1613-10,1622-10D,1613-10,77B_2,Plant#2,1613-10_1622-10D,1613-10,1622-10D,10,-10.4305040111998,-4.56282204988158,-10.5532836060193,2
SM:173_S45_R1_001,173_S45_R1_001,173_10-81B-2,173,129,1,7,15,173,10,81B,1613,2,1622-10Kx1613-10,1622-10K,1613-10,81B_2,Plant#2,1613-10_1622-10K,1613-10,1622-10K,10,-7.1764487124924,-14.0950513735652,-0.435424018848519,2
SM:175_S57_R1_001,175_S57_R1_001,175_11-84B-1,175,130,1,7,16,175,11,84B,1613,1,1622-11Dx1613-11,1622-11D,1613-11,84B_1,Plant#1,1613-11_1622-11D,1613-11,1622-11D,11,20.4767161082544,31.8171065641848,-35.0200553830973,2
SM:176_S69_R1_001,176_S69_R1_001,176_11-82B-8,176,131,1,7,17,176,11,82B,1613,8,1622-11Bx1613-11,1622-11B,1613-11,82B_8,plant#8,1613-11_1622-11B,1613-11,1622-11B,11,14.4834529012956,-9.96611170902732,8.13582389325221,2
SM:178_S81_R1_001,178_S81_R1_001,178_11-82B-13,178,132,1,7,18,178,11,82B,1613,13,1622-11Bx1613-11,1622-11B,1613-11,82B_13,Plant#13,1613-11_1622-11B,1613-11,1622-11B,11,-9.97673656105298,-38.9485136534943,-21.614108675527,1
SM:183_S93_R1_001,183_S93_R1_001,183_11-87B-2,183,133,1,7,19,183,11,87B,1613,2,1622-11Gx1613-11,1622-11G,1613-11,87B_2,Plant#2,1613-11_1622-11G,1613-11,1622-11G,11,30.4089879713968,-9.60549488724837,54.1275886941749,2
SM:184_S104_R1_001,184_S104_R1_001,184_11-87B-,184,134,1,8,1,184,11,87B,1613,0,1622-11Gx1613-11,1622-11G,1613-11,87B_0,Plant#0,1613-11_1622-11G,1613-11,1622-11G,11,20.0291200620753,-6.19042512957316,55.2958204660085,2
SM:186_S116_R1_001,186_S116_R1_001,186_312-93B-1,186,135,1,8,2,186,12,93B,1613,1,1622-12Ex1613-12,1622-12E,1613-12,93B_1,Plant#1,1613-12_1622-12E,1613-12,1622-12E,12,5.68238921027751,-14.607348328647,13.4826867812272,2
SM:187_S15_R1_001,187_S15_R1_001,187_313-101B-1,187,136,1,8,3,187,13,101B,1613,1,1622-13Hx1613-13,1622-13H,1613-13,101B_1,Plant#1,1613-13_1622-13H,1613-13,1622-13H,13,12.6257826625195,12.2875185692007,-33.7157751293551,2
SM:188_S5_R1_001,188_S5_R1_001,188_313-102B-1,188,137,1,8,4,188,13,102B,1613,1,1622-13Ix1613-13,1622-13I,1613-13,102B_1,Plant#1,1613-13_1622-13I,1613-13,1622-13I,13,23.2846519467522,5.42116343754752,2.94729125011458,2
SM:189_S58_R1_001,189_S58_R1_001,189_313-102B-2,189,138,1,8,5,189,13,102B,1613,2,1622-13Ix1613-13,1622-13I,1613-13,102B_2,Plant#2,1613-13_1622-13I,1613-13,1622-13I,13,30.9691597763573,4.60821118664605,5.33504192349239,2
SM:190_S70_R1_001,190_S70_R1_001,190_13-96B-2,190,139,1,8,6,190,13,96B,1613,2,1622-13Cx1613-13,1622-13C,1613-13,96B_2,Plant#2,1613-13_1622-13C,1613-13,1622-13C,13,8.2480406146502,-9.4888587336361,1.4200453145978,2
SM:191_S82_R1_001,191_S82_R1_001,191_13-100B-1,191,140,1,8,7,191,13,100B,1613,1,1622-13Gx1613-13,1622-13G,1613-13,100B_1,Plant#1,1613-13_1622-13G,1613-13,1622-13G,13,19.44929478386,-18.4674094035206,4.7599056628233,2
SM:193_S94_R1_001,193_S94_R1_001,193_14-107B-1,193,141,1,8,8,193,14,107B,1613,1,1622-14Kx1613-14,1622-14K,1613-14,107B_1,Plant#1,1613-14_1622-14K,1613-14,1622-14K,14,-56.7880166997859,11.5563181053067,9.01588568143811,3
SM:194_S105_R1_001,194_S105_R1_001,194_14-103B-2,194,142,1,8,9,194,14,103B,1613,2,1622-14Ax1613-14,1622-14A,1613-14,103B_2,Plant#2,1613-14_1622-14A,1613-14,1622-14A,14,-29.0086182588252,23.1109281507608,30.1308914790607,3
SM:195_S117_R1_001,195_S117_R1_001,195_14-103B-8,195,143,1,8,10,195,14,103B,1613,8,1622-14Ax1613-14,1622-14A,1613-14,103B_8,plant#8,1613-14_1622-14A,1613-14,1622-14A,14,28.5470060054398,15.5197545900077,1.87017936378605,2
SM:196_S129_R1_001,196_S129_R1_001,196_14-104B-1,196,144,1,8,11,196,14,104B,1613,1,1622-14Cx1613-14,1622-14C,1613-14,104B_1,Plant#1,1613-14_1622-14C,1613-14,1622-14C,14,1.90527940092474,-61.3815079954925,-19.2320619072134,1
SM:198_S130_R1_001,198_S130_R1_001,198_14-107B-2,198,145,1,8,12,198,14,107B,1613,2,1622-14Kx1613-14,1622-14K,1613-14,107B_2,Plant#2,1613-14_1622-14K,1613-14,1622-14K,14,3.1079326587692,-38.9868874744576,-9.08997148876705,1
SM:199_S141_R1_001,199_S141_R1_001,199_15-108B-2,199,146,1,8,13,199,15,108B,1613,2,1622-15Ax1613-15,1622-15A,1613-15,108B_2,Plant#2,1613-15_1622-15A,1613-15,1622-15A,15,-103.729626693726,43.9077739130959,22.9881497124901,3
SM:200_S153_R1_001,200_S153_R1_001,200_15-109B-1,200,147,1,8,14,200,15,109B,1613,1,1613-15x1622-15B,1613-15,1622-15B,109B_1,Plant#1,1613-15_1622-15B,1613-15,1622-15B,15,-33.2059503751834,14.8954515693426,55.0804174338197,3
SM:201_S165_R1_001,201_S165_R1_001,201_15-109A-2,201,148,1,8,15,201,15,109A,1613,2,1622-15Bx1613-15,1622-15B,1613-15,109A_2,Plant#2,1613-15_1622-15B,1613-15,1622-15B,15,-26.502366990447,17.2669276989827,64.82280947674,3
SM:204_S176_R1_001,204_S176_R1_001,204_15-112B-11,204,149,1,8,16,204,15,112B,1613,11,1622-15Fx1613-15,1622-15F,1613-15,112B_11,Plant#11,1613-15_1622-15F,1613-15,1622-15F,15,-48.7178117496103,6.94286935337485,13.3694595996497,3
SM:206_S188_R1_001,206_S188_R1_001,206_16-118B-1,206,150,1,8,17,206,16,118B,1613,1,1622-16Bx1613-16,1622-16B,1613-16,118B_1,Plant#1,1613-16_1622-16B,1613-16,1622-16B,16,-1.53553252381942,-25.2917850665452,34.6979896473203,1
SM:207_S200_R1_001,207_S200_R1_001,207_16-124B-1,207,151,1,8,18,207,16,124B,1613,1,1622-16Ix1613-16,1622-16I,1613-16,124B_1,Plant#1,1613-16_1622-16I,1613-16,1622-16I,16,-19.9229379266978,-88.6263245438964,-29.314657447506,1
SM:208_S212_R1_001,208_S212_R1_001,208_16-124B-2,208,152,1,8,19,208,16,124B,1613,2,1622-16Ix1613-16,1622-16I,1613-16,124B_2,Plant#2,1613-16_1622-16I,1613-16,1622-16I,16,-16.9037805828274,-21.0099537483566,-5.59249021595677,1
SM:210_S131_R1_001,210_S131_R1_001,210_16-121B-1,210,153,1,9,1,210,16,121B,1613,1,1622-16Ex1613-16,1622-16E,1613-16,121B_1,Plant#1,1613-16_1622-16E,1613-16,1622-16E,16,1.37763986706181,-27.126713290844,1.81683934474368,2
SM:211_S142_R1_001,211_S142_R1_001,211_16-121B-2,211,154,1,9,2,211,16,121B,1613,2,1622-16Ex1613-16,1622-16E,1613-16,121B_2,Plant#2,1613-16_1622-16E,1613-16,1622-16E,16,-8.05873101440582,-46.2838626701036,34.739452305083,1
SM:212_S154_R1_001,212_S154_R1_001,212_16-123B-8,212,155,1,9,3,212,16,123B,1613,8,1622-16Hx1613-16,1622-16H,1613-16,123B_8,plant#8,1613-16_1622-16H,1613-16,1622-16H,16,-14.8922875618176,-26.1312997738639,-32.5254696125326,1
SM:213_S35_R1_001,213_S35_R1_001,213_17-133B-2,213,156,1,9,4,213,17,133B,1613,2,1622-17Ix1613-17,1622-17I,1613-17,133B_2,Plant#2,1613-17_1622-17I,1613-17,1622-17I,17,14.9442802134855,9.07690631363199,2.40387469502858,2
SM:214_S177_R1_001,214_S177_R1_001,214_17-136B-1,214,157,1,9,5,214,17,136B,1613,1,1622-17Lx1613-17,1622-17L,1613-17,136B_1,Plant#1,1613-17_1622-17L,1613-17,1622-17L,17,0.118166733779494,-8.23180670767031,-4.70897655956185,2
SM:215_S189_R1_001,215_S189_R1_001,215_17-133B-1,215,158,1,9,6,215,17,133B,1613,1,1622-171x1613-17,1622-171,1613-17,133B_1,Plant#1,1613-17_1622-171,1613-17,1622-171,17,3.0334853897156,-12.0456648207645,-0.0466546401077227,2
SM:217_S201_R1_001,217_S201_R1_001,217_17-126B-9,217,159,1,9,7,217,17,126B,1613,9,1622-17Ax1613-17,1622-17A,1613-17,126B_9,Plant#9,1613-17_1622-17A,1613-17,1622-17A,17,19.6185868156297,-18.915918480236,47.9780777865653,2
SM:219_S132_R1_001,219_S132_R1_001,219_17-132B-1,219,161,1,9,9,219,17,132B,1613,1,1622-17Hx1613-17,1622-17H,1613-17,132B_1,Plant#1,1613-17_1622-17H,1613-17,1622-17H,17,14.4621643123054,24.6002677363267,-25.1463605508615,2
SM:220_S143_R1_001,220_S143_R1_001,220_17-132B-2,220,162,1,9,10,220,17,132B,1613,2,1622-17Hx1613-17,1622-17H,1613-17,132B_2,Plant#2,1613-17_1622-17H,1613-17,1622-17H,17,10.5062566881994,-18.0580631277327,-8.76431362677154,2
SM:223_S155_R1_001,223_S155_R1_001,223_18-137B-2,223,163,1,9,11,223,18,137B,1613,2,1622-18Ax1613-18,1622-18A,1613-18,137B_2,Plant#2,1613-18_1622-18A,1613-18,1622-18A,18,-6.36623920238694,-29.2441942612392,-6.168273090404,1
SM:224_S166_R1_001,224_S166_R1_001,224_18-139B-1,224,164,1,9,12,224,18,139B,1613,1,1622-18Cx1613-18,1622-18C,1613-18,139B_1,Plant#1,1613-18_1622-18C,1613-18,1622-18C,18,2.02310080382258,-54.2980305193326,23.2302410508012,1
SM:225_S178_R1_001,225_S178_R1_001,225_18-139B-2,225,165,1,9,13,225,18,139B,1613,2,1622-18Cx1613-18,1622-18C,1613-18,139B_2,Plant#2,1613-18_1622-18C,1613-18,1622-18C,18,-16.2985956141072,-70.3419182335653,-20.2385779947164,1
SM:226_S190_R1_001,226_S190_R1_001,226_18-140B-1,226,166,1,9,14,226,18,140B,1613,1,1622-18Dx1613-18,1622-18D,1613-18,140B_1,Plant#1,1613-18_1622-18D,1613-18,1622-18D,18,-31.8988219926796,-91.6272261762124,-34.6167105538246,1
SM:227_S202_R1_001,227_S202_R1_001,227_18-141B-,227,167,1,9,15,227,18,141B,1613,0,1622-18Ex1613-18,1622-18E,1613-18,141B_0,Plant#0,1613-18_1622-18E,1613-18,1622-18E,18,-25.2438078244114,-55.1391734793818,-20.0563749673382,1
SM:229_S214_R1_001,229_S214_R1_001,229_19-152B-2,229,168,1,9,16,229,19,152B,1613,2,1622-19Ix1613-19,1622-19I,1613-19,152B_2,Plant#2,1613-19_1622-19I,1613-19,1622-19I,19,17.4549740990972,1.85187629206434,-63.2416576535649,2
SM:230_S503_R1_001,230_S503_R1_001,230_19-148B-2,230,169,1,9,17,230,19,148B,1613,2,1622-19Bx1613-19,1622-19B,1613-19,148B_2,Plant#2,1613-19_1622-19B,1613-19,1622-19B,19,24.015079948087,31.0271516321467,-59.2191982781515,2
SM:231_S144_R1_001,231_S144_R1_001,231_19-148B-10,231,170,1,9,18,231,19,148B,1613,10,1622-19Bx1613-19,1622-19B,1613-19,148B_10,Plant#10,1613-19_1622-19B,1613-19,1622-19B,19,35.8047646898311,13.2910371611559,-26.4382616690608,2
SM:232_S156_R1_001,232_S156_R1_001,232_19-148B-12,232,171,1,9,19,232,19,148B,1613,12,1622-19Bx1613-19,1622-19B,1613-19,148B_12,Plant#12,1613-19_1622-19B,1613-19,1622-19B,19,26.4121896452888,8.62583931736481,-40.2243507680777,2
SM:233_S167_R1_001,233_S167_R1_001,233_19-154B-2,233,172,1,10,1,233,19,154B,1613,2,1622-19Kx1613-19,1622-19K,1613-19,154B_2,Plant#2,1613-19_1622-19K,1613-19,1622-19K,19,19.0417421410666,-6.64467339137368,-27.7917079681876,2
SM:234_S179_R1_001,234_S179_R1_001,234_1-2B-2,234,173,1,10,2,234,1,2B,1613,2,1622-1Kx1613-1,1622-1K,1613-1,2B_2,Plant#2,1613-1_1622-1K,1613-1,1622-1K,1,-22.1648211245782,-53.5389872079166,-24.4138561449868,1
SM:235_S191_R1_001,235_S191_R1_001,235_2-8B-1,235,174,1,10,3,235,2,8B,1613,1,1622-2Kx1613-2,1622-2K,1613-2,8B_1,Plant#1,1613-2_1622-2K,1613-2,1622-2K,2,-0.262122789969144,-21.4260184909718,-31.6279556110703,1
SM:236_S203_R1_001,236_S203_R1_001,236_20-162B-2,236,175,1,10,4,236,20,162B,1613,2,1622-20Ix1613-20,1622-20I,1613-20,162B_2,Plant#2,1613-20_1622-20I,1613-20,1622-20I,20,-1.71507471969282,31.6097956044183,6.37134157524699,2
SM:238_S215_R1_001,238_S215_R1_001,238_20-161B-8,238,176,1,10,5,238,20,161B,1613,8,1622-20Hx1613-20,1622-20H,1613-20,161B_8,plant#8,1613-20_1622-20H,1613-20,1622-20H,20,28.0993133976931,52.5258171890575,-35.0095376728626,2
SM:239_S133_R1_001,239_S133_R1_001,239_20-161B-9,239,177,1,10,6,239,20,161B,1613,9,1622-20Hx1613-20,1622-20H,1613-20,161B_9,Plant#9,1613-20_1622-20H,1613-20,1622-20H,20,10.73394728858,45.5531676664794,-0.763623828588871,2
