Roza2019_VCF_ID1,Roza2019_VCF_ID,Sample_ID,Plant_ID.x,Ordering,rep,col,row,Plant_ID.y,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,group
SM:482_S389_R1_001,482_S389_R1_001,482_13-101B-5,482,351,1,19,9,482,13,101B,1613,5,1622-13Hx1613-13,1622-13H,1613-13,101B_5,Plant#5,1613-13_1622-13H,1613-13,1622-13H,13,17.2319285780402,-3.55333916300424,8.77690138316239,2
SM:483_S401_R1_001,483_S401_R1_001,483_14-103B-4,483,352,1,19,10,483,14,103B,1613,4,1622-14Ax1613-14,1622-14A,1613-14,103B_4,Plant#4,1613-14_1622-14A,1613-14,1622-14A,14,25.0607285449926,0.0202130463074606,-15.6742207331308,2
SM:485_S319_R1_001,485_S319_R1_001,485_14-103B-7,485,353,1,19,11,485,14,103B,1613,7,1622-14Ax1613-14,1622-14A,1613-14,103B_7,Plant#7,1613-14_1622-14A,1613-14,1622-14A,14,19.2950364168175,11.2932356431934,3.62978813973132,2
SM:486_S331_R1_001,486_S331_R1_001,486_14-103B-5,486,354,1,19,12,486,14,103B,1613,5,1622-14Ax1613-14,1622-14A,1613-14,103B_5,Plant#5,1613-14_1622-14A,1613-14,1622-14A,14,12.9044998024169,-11.92304981748,-6.55267659194431,2
SM:487_S343_R1_001,487_S343_R1_001,487_15-108B-6,487,355,1,19,13,487,15,108B,1613,6,1622-15Ax1613-15,1622-15A,1613-15,108B_6,Plant#6,1613-15_1622-15A,1613-15,1622-15A,15,-88.831771440474,43.5010868300515,21.0460938832701,3
SM:488_S355_R1_001,488_S355_R1_001,488_15-108B-7,488,356,1,19,14,488,15,108B,1613,7,1622-15Ax1613-15,1622-15A,1613-15,108B_7,Plant#7,1613-15_1622-15A,1613-15,1622-15A,15,-46.3809036491451,7.92139957480538,14.4757518081947,3
SM:489_S367_R1_001,489_S367_R1_001,489_15-108B-4,489,357,1,19,15,489,15,108B,1613,4,1622-15Ax1613-15,1622-15A,1613-15,108B_4,Plant#4,1613-15_1622-15A,1613-15,1622-15A,15,-52.8408417289217,23.5101298383709,-9.94814292382801,3
SM:490_S379_R1_001,490_S379_R1_001,490_15-108B-3,490,358,1,19,16,490,15,108B,1613,3,1622-15Ax1613-15,1622-15A,1613-15,108B_3,Plant#3,1613-15_1622-15A,1613-15,1622-15A,15,-55.8835478689853,31.0212056608628,15.18954991819,3
SM:492_S390_R1_001,492_S390_R1_001,492_15-108B-5,492,359,1,19,17,492,15,108B,1613,5,1622-15Ax1613-15,1622-15A,1613-15,108B_5,Plant#5,1613-15_1622-15A,1613-15,1622-15A,15,-46.5334370232892,27.4080650751162,2.13006337933259,3
SM:493_S402_R1_001,493_S402_R1_001,493_15-112B-5,493,360,1,19,18,493,15,112B,1613,5,1622-15Fx1613-15,1622-15F,1613-15,112B_5,Plant#5,1613-15_1622-15F,1613-15,1622-15F,15,-110.321280888551,46.8539435886687,18.087442737822,3
SM:494_S320_R1_001,494_S320_R1_001,494_15-112B-4,494,361,1,19,19,494,15,112B,1613,4,1622-15Fx1613-15,1622-15F,1613-15,112B_4,Plant#4,1613-15_1622-15F,1613-15,1622-15F,15,-100.674283740107,36.5212434547664,7.36933465271132,3
SM:495_S332_R1_001,495_S332_R1_001,495_15-113B-3,495,362,1,20,1,495,15,113B,1613,3,1622-15Gx1613-15,1622-15G,1613-15,113B_3,Plant#3,1613-15_1622-15G,1613-15,1622-15G,15,-88.0776390966547,40.4609003846462,2.03901018576674,3
SM:496_S344_R1_001,496_S344_R1_001,496_15-113B-5,496,363,1,20,2,496,15,113B,1613,5,1622-15Gx1613-15,1622-15G,1613-15,113B_5,Plant#5,1613-15_1622-15G,1613-15,1622-15G,15,-103.854517803722,39.5154963568383,12.696434041749,3
SM:498_S356_R1_001,498_S356_R1_001,498_16-124B-4,498,364,1,20,3,498,16,124B,1613,4,1622-16Ix1613-16,1622-16I,1613-16,124B_4,Plant#4,1613-16_1622-16I,1613-16,1622-16I,16,-82.0673063976619,-11.1933096220586,-17.7579188888925,3
SM:499_S46_R1_001,499_S46_R1_001,499_16-119B-7,499,365,1,20,4,499,16,119B,1613,7,1622-16Cx1613-16,1622-16C,1613-16,119B_7,Plant#7,1613-16_1622-16C,1613-16,1622-16C,16,-28.0842563223266,-40.378064465121,-13.343007907379,1
SM:502_S380_R1_001,502_S380_R1_001,502_17-133B-3,502,366,1,20,5,502,17,133B,1613,3,1622-17Ix1613-17,1622-17I,1613-17,133B_3,Plant#3,1613-17_1622-17I,1613-17,1622-17I,17,17.8180999500901,12.5750338723468,-0.837726003334996,2
SM:503_S391_R1_001,503_S391_R1_001,503_17-133B-5,503,367,1,20,6,503,17,133B,1613,5,1622-17Ix1613-17,1622-17I,1613-17,133B_5,Plant#5,1613-17_1622-17I,1613-17,1622-17I,17,5.6816772732605,-16.5926974685629,12.5099871148209,2
SM:504_S403_R1_001,504_S403_R1_001,504_18-139B-5,504,368,1,20,7,504,18,139B,1613,5,1622-18Cx1613-18,1622-18C,1613-18,139B_5,Plant#5,1613-18_1622-18C,1613-18,1622-18C,18,-63.3396106040785,-37.2894575846492,-18.4731374156443,1
SM:505_S321_R1_001,505_S321_R1_001,505_18-139B-6,505,369,1,20,8,505,18,139B,1613,6,1622-18Cx1613-18,1622-18C,1613-18,139B_6,Plant#6,1613-18_1622-18C,1613-18,1622-18C,18,-30.0175025657686,-109.574177232714,-42.1446216004241,1
SM:506_S333_R1_001,506_S333_R1_001,506_18-139B-7,506,370,1,20,9,506,18,139B,1613,7,1622-18Cx1613-18,1622-18C,1613-18,139B_7,Plant#7,1613-18_1622-18C,1613-18,1622-18C,18,-37.1710694296144,-95.890727836694,-43.8645251838698,1
SM:507_S345_R1_001,507_S345_R1_001,507_18-139B-4,507,371,1,20,10,507,18,139B,1613,4,1622-18Cx1613-18,1622-18C,1613-18,139B_4,Plant#4,1613-18_1622-18C,1613-18,1622-18C,18,-2.08050939435154,-53.6051893405671,-30.6560897440277,1
SM:508_S357_R1_001,508_S357_R1_001,508_18-139B-3,508,372,1,20,11,508,18,139B,1613,3,1622-18Cx1613-18,1622-18C,1613-18,139B_3,Plant#3,1613-18_1622-18C,1613-18,1622-18C,18,2.76235856345796,-72.2371771444737,-34.1907487906465,1
SM:509_S369_R1_001,509_S369_R1_001,509_18-140B-3,509,373,1,20,12,509,18,140B,1613,3,1622-18Dx1613-18,1622-18D,1613-18,140B_3,Plant#3,1613-18_1622-18D,1613-18,1622-18D,18,1.20800529474421,-33.2425051005293,-20.2060234538693,1
SM:510_S381_R1_001,510_S381_R1_001,510_18-147B-4,510,374,1,20,13,510,18,147B,1613,4,1622-18Lx1613-18,1622-18L,1613-18,147B_4,Plant#4,1613-18_1622-18L,1613-18,1622-18L,18,-9.41171976708319,-52.2353953660838,-15.0368907916066,1
SM:511_S392_R1_001,511_S392_R1_001,511_18-147B-3,511,375,1,20,14,511,18,147B,1613,3,1622-18Lx1613-18,1622-18L,1613-18,147B_3,Plant#3,1613-18_1622-18L,1613-18,1622-18L,18,-20.1630342879767,-91.6025924301789,-29.7435781125034,1
SM:512_S404_R1_001,512_S404_R1_001,512_19-148B-4,512,376,1,20,15,512,19,148B,1613,4,1622-19Bx1613-19,1622-19B,1613-19,148B_4,Plant#4,1613-19_1622-19B,1613-19,1622-19B,19,37.4386287354923,16.2868506982179,-42.3324046354157,2
SM:513_S322_R1_001,513_S322_R1_001,513_19-153B-3,513,377,1,20,16,513,19,153B,1613,3,1622-19Jx1613-19,1622-19J,1613-19,153B_3,Plant#3,1613-19_1622-19J,1613-19,1622-19J,19,-49.7365590912658,28.7819769164048,-29.7026340092156,3
SM:514_S334_R1_001,514_S334_R1_001,514_15-153B-4,514,378,1,20,17,514,15,153B,1613,4,1622-19Jx1613-19,1622-19J,1613-19,153B_4,Plant#4,1613-19_1622-19J,1613-19,1622-19J,19,26.8251075645375,3.82936757971121,-57.4715901361114,2
SM:515_S346_R1_001,515_S346_R1_001,515_20-160B-4,515,379,1,20,18,515,20,160B,1613,4,1622-20Gx1613-20,1622-20G,1613-20,160B_4,Plant#4,1613-20_1622-20G,1613-20,1622-20G,20,25.3718541520601,36.6318256878281,1.63156725563186,2
SM:518_S358_R1_001,518_S358_R1_001,518_20-161B-3,518,380,1,20,19,518,20,161B,1613,3,1622-20Hx1613-20,1622-20H,1613-20,161B_3,Plant#3,1613-20_1622-20H,1613-20,1622-20H,20,11.0203917180877,30.8652406047032,-5.31862237366855,2
SM:519_S370_R1_001,519_S370_R1_001,519_20-164B-5,519,381,1,21,1,519,20,164B,1613,5,1622-20Kx1613-20,1622-20K,1613-20,164B_5,Plant#5,1613-20_1622-20K,1613-20,1622-20K,20,16.8650712164033,17.212739171438,-8.48482560774113,2
SM:521_S382_R1_001,521_S382_R1_001,521_21-169B-3,521,382,1,21,2,521,21,169B,1613,3,1622-21Gx1613-21,1622-21G,1613-21,169B_3,Plant#3,1613-21_1622-21G,1613-21,1622-21G,21,-3.35348007388603,-14.7951748262956,-11.800271532428,2
SM:522_S393_R1_001,522_S393_R1_001,522_21-169B-4,522,383,1,21,3,522,21,169B,1613,4,1622-21Gx1613-21,1622-21G,1613-21,169B_4,Plant#4,1613-21_1622-21G,1613-21,1622-21G,21,-25.5008871157388,-57.8919983486342,-22.5980186140234,1
SM:524_S405_R1_001,524_S405_R1_001,524_21-169B-7,524,384,1,21,4,524,21,169B,1613,7,1622-21Gx1613-21,1622-21G,1613-21,169B_7,Plant#7,1613-21_1622-21G,1613-21,1622-21G,21,-17.2757120333962,-11.3543760175775,-11.3852839084648,1
SM:525_S323_R1_001,525_S323_R1_001,525_21-171B-4,525,385,1,21,5,525,21,171B,1613,4,1622-21Kx1613-21,1622-21K,1613-21,171B_4,Plant#4,1613-21_1622-21K,1613-21,1622-21K,21,-6.81508915781657,-34.0670616437888,-21.7608443649837,1
SM:527_S335_R1_001,527_S335_R1_001,527_22-179B-3,527,386,1,21,6,527,22,179B,1613,3,1622-22Ix1613-22,1622-22I,1613-22,179B_3,Plant#3,1613-22_1622-22I,1613-22,1622-22I,22,25.2453732012727,18.6312401673095,-12.7793601891395,2
SM:528_S347_R1_001,528_S347_R1_001,528_22-176B-3,528,387,1,21,7,528,22,176B,1613,3,1622-22Fx1613-22,1622-22F,1613-22,176B_3,Plant#3,1613-22_1622-22F,1613-22,1622-22F,22,23.933649199925,3.80843893849828,44.1175292798559,2
SM:529_S359_R1_001,529_S359_R1_001,529_22-176B-4,529,388,1,21,8,529,22,176B,1613,4,1622-22Fx1613-22,1622-22F,1613-22,176B_4,Plant#4,1613-22_1622-22F,1613-22,1622-22F,22,23.4423936467163,13.8482411773813,-3.28715388707172,2
SM:530_S371_R1_001,530_S371_R1_001,530_22-176B-5,530,389,1,21,9,530,22,176B,1613,5,1622-22Fx1613-22,1622-22F,1613-22,176B_5,Plant#5,1613-22_1622-22F,1613-22,1622-22F,22,23.1141498574591,8.07082132641284,8.69261288129697,2
SM:532_S383_R1_001,532_S383_R1_001,532_22-178B-4,532,390,1,21,10,532,22,178B,1613,4,1622-22Hx1613-22,1622-22H,1613-22,178B_4,Plant#4,1613-22_1622-22H,1613-22,1622-22H,22,-51.6842668400878,30.6935112233448,6.05985718214008,3
SM:533_S394_R1_001,533_S394_R1_001,533_22-178B-3,533,391,1,21,11,533,22,178B,1613,3,1622-22Hx1613-22,1622-22H,1613-22,178B_3,Plant#3,1613-22_1622-22H,1613-22,1622-22H,22,-39.315119788841,29.9483838898038,8.31653574288468,3
SM:535_S406_R1_001,535_S406_R1_001,535_22-178B-6,535,392,1,21,12,535,22,178B,1613,6,1622-22Hx1613-22,1622-22H,1613-22,178B_6,Plant#6,1613-22_1622-22H,1613-22,1622-22H,22,-44.6625732264724,41.6116120753158,12.0630779661706,3
SM:536_S324_R1_001,536_S324_R1_001,536_23-182B-4,536,393,1,21,13,536,23,182B,1613,4,1622-23Ax1613-23,1622-23A,1613-23,182B_4,Plant#4,1613-23_1622-23A,1613-23,1622-23A,23,19.8675370989083,16.8278803631714,-7.99947590566295,2
SM:537_S336_R1_001,537_S336_R1_001,537_23-182B-6,537,394,1,21,14,537,23,182B,1613,6,1622-23Ax1613-23,1622-23A,1613-23,182B_6,Plant#6,1613-23_1622-23A,1613-23,1622-23A,23,0.885211027917924,-28.105143587391,13.4038000125947,2
SM:540_S348_R1_001,540_S348_R1_001,540_23-183B-3,540,395,1,21,15,540,23,183B,1613,3,1622-23Cx1613-23,1622-23C,1613-23,183B_3,Plant#3,1613-23_1622-23C,1613-23,1622-23C,23,5.61153220179199,-10.8100256543838,-3.67135687018456,2
SM:542_S360_R1_001,542_S360_R1_001,542_23-184B-4,542,396,1,21,16,542,23,184B,1613,4,1622-23Dx1613-23,1622-23D,1613-23,184B_4,Plant#4,1613-23_1622-23D,1613-23,1622-23D,23,-0.92966892483268,-3.55513126875566,-2.56895950421838,2
SM:543_S372_R1_001,543_S372_R1_001,543_23-184B-3,543,397,1,21,17,543,23,184B,1613,3,1622-23Dx1613-23,1622-23D,1613-23,184B_3,Plant#3,1613-23_1622-23D,1613-23,1622-23D,23,-6.04204068629529,-19.4392051930129,-14.0895996026179,1
SM:544_S384_R1_001,544_S384_R1_001,544_23-184B-7,544,398,1,21,18,544,23,184B,1613,7,1622-23Dx1613-23,1622-23D,1613-23,184B_7,Plant#7,1613-23_1622-23D,1613-23,1622-23D,23,8.99581508504102,-5.0477551217156,-11.1183551595809,2
SM:548_S395_R1_001,548_S395_R1_001,548_26-194B-8,548,399,1,21,19,548,26,194B,1613,8,1622-26Cx1613-26,1622-26C,1613-26,194B_8,Plant#8,1613-26_1622-26C,1613-26,1622-26C,26,-15.8402393767425,-10.4695875510701,4.20233507957824,2
SM:549_S407_R1_001,549_S407_R1_001,549_26-195B-4,549,400,1,22,1,549,26,195B,1613,4,1622-26Dx1613-26,1622-26D,1613-26,195B_4,Plant#4,1613-26_1622-26D,1613-26,1622-26D,26,-44.7370854866861,27.5799227682594,17.610095289829,3
SM:550_S325_R1_001,550_S325_R1_001,550_26-196B-4,550,401,1,22,2,550,26,196B,1613,4,1622-26Ex1613-26,1622-26E,1613-26,196B_4,Plant#4,1613-26_1622-26E,1613-26,1622-26E,26,22.0193740731508,5.35314875935906,17.1626030874334,2
SM:551_S337_R1_001,551_S337_R1_001,551_26-196B-5,551,402,1,22,3,551,26,196B,1613,5,1622-26Ex1613-26,1622-26E,1613-26,196B_5,Plant#5,1613-26_1622-26E,1613-26,1622-26E,26,-15.8475734672625,-15.4327137828845,-8.59912490591742,1
SM:552_S349_R1_001,552_S349_R1_001,552_26-196B-6-A,552,403,1,22,4,552,26,196B,1613,6-A,1622-26Ex1613-26,1622-26E,1613-26,196B_6-A,Plant#6,1613-26_1622-26E,1613-26,1622-26E,26,16.252423978141,6.11444366179288,59.1526128151284,2
SM:553_S361_R1_001,553_S361_R1_001,553_26-196B-6-B,553,404,1,22,5,553,26,196B,1613,6-B,1622-26Ex1613-26,1622-26E,1613-26,196B_6-B,Plant#6,1613-26_1622-26E,1613-26,1622-26E,26,-45.3745480570188,22.5557840708851,18.4772616426116,3
SM:555_S373_R1_001,555_S373_R1_001,555_26-201B-4,555,405,1,22,6,555,26,201B,1613,4,1622-26Jx1613-26,1622-26J,1613-26,201B_4,Plant#4,1613-26_1622-26J,1613-26,1622-26J,26,15.5029249331262,6.89480807084275,57.6422858805576,2
SM:557_S396_R1_001,557_S396_R1_001,557_26-201B-3,557,407,1,22,8,557,26,201B,1613,3,1622-26Jx1613-26,1622-26J,1613-26,201B_3,Plant#3,1613-26_1622-26J,1613-26,1622-26J,26,-48.7295129331157,31.3465597123496,12.0164292644093,3
SM:558_S408_R1_001,558_S408_R1_001,558_28-206B-5,558,408,1,22,9,558,28,206B,1613,5,1622-28Dx1613-28,1622-28D,1613-28,206B_5,Plant#5,1613-28_1622-28D,1613-28,1622-28D,28,6.891739161149,-9.2729050836671,4.62482234157095,2
SM:559_S326_R1_001,559_S326_R1_001,559_28-206B-7,559,409,1,22,10,559,28,206B,1613,7,1622-28Dx1613-28,1622-28D,1613-28,206B_7,Plant#7,1613-28_1622-28D,1613-28,1622-28D,28,25.3216935840877,-6.40539523933168,47.0779448735847,2
SM:561_S338_R1_001,561_S338_R1_001,561_28-211B-3,561,410,1,22,11,561,28,211B,1613,3,1622-28Kx1613-28,1622-28K,1613-28,211B_3,Plant#3,1613-28_1622-28K,1613-28,1622-28K,28,19.9136176360151,-5.18095297083442,2.95205397961383,2
SM:564_S350_R1_001,564_S350_R1_001,564_2-5B-5-B,564,411,1,22,12,564,2,5B,1613,5-B,1622-2Ex1613-2,1622-2E,1613-2,5B_5-B,Plant#5,1613-2_1622-2E,1613-2,1622-2E,2,31.7195094570014,51.9553002637938,-53.9876301378324,2
SM:565_S362_R1_001,565_S362_R1_001,565_2-5B-5-A,565,412,1,22,13,565,2,5B,1613,5-A,1622-2Ex1613-2,1622-2E,1613-2,5B_5-A,Plant#5,1613-2_1622-2E,1613-2,1622-2E,2,-22.1207515885484,39.0286392664217,-23.5801089756509,3
SM:570_S374_R1_001,570_S374_R1_001,570_30-218B-4,570,413,1,22,14,570,30,218B,1613,4,1622-30Ax1613-30,1622-30A,1613-30,218B_4,Plant#4,1613-30_1622-30A,1613-30,1622-30A,30,23.8495712074842,3.18313154715128,9.30897628789669,2
SM:572_S385_R1_001,572_S385_R1_001,572_20-223B-4,572,414,1,22,15,572,20,223B,1613,4,1622-30Gx1613-30,1622-30G,1613-30,223B_4,Plant#4,1613-30_1622-30G,1613-30,1622-30G,30,24.0941678399665,18.4271387063262,-15.5028482758816,2
SM:575_S397_R1_001,575_S397_R1_001,575_30-227B-5,575,415,1,22,16,575,30,227B,1613,5,1622-30Kx1613-30,1622-30K,1613-30,227B_5,Plant#5,1613-30_1622-30K,1613-30,1622-30K,30,28.3118444481292,-15.4491049242593,37.0268965000842,2
SM:576_S409_R1_001,576_S409_R1_001,576_30-227B-6,576,416,1,22,17,576,30,227B,1613,6,1622-30Kx1613-30,1622-30K,1613-30,227B_6,Plant#6,1613-30_1622-30K,1613-30,1622-30K,30,-34.9107741239378,13.7577077713875,19.6258392573848,3
SM:577_S327_R1_001,577_S327_R1_001,577_31-231B-3,577,417,1,22,18,577,31,231B,1613,3,1622-31Dx1613-31,1622-31D,1613-31,231B_3,Plant#3,1613-31_1622-31D,1613-31,1622-31D,31,8.79692617450544,-1.0749632904551,42.4160849695738,2
SM:581_S339_R1_001,581_S339_R1_001,581_3-10B-4,581,418,1,22,19,581,3,10B,1613,4,1622-3Bx1613-3,1622-3B,1613-3,10B_4,Plant#4,1613-3_1622-3B,1613-3,1622-3B,3,32.6820779429821,37.6053099884261,-61.332426526381,2
SM:582_S351_R1_001,582_S351_R1_001,582_3-10B-3,582,419,1,23,1,582,3,10B,1613,3,1622-3Bx1613-3,1622-3B,1613-3,10B_3,Plant#3,1613-3_1622-3B,1613-3,1622-3B,3,31.317306485475,42.3158973014827,-21.7165943528711,2
SM:584_S363_R1_001,584_S363_R1_001,584_3-11B-5,584,420,1,23,2,584,3,11B,1613,5,1622-3Cx1613-3,1622-3C,1613-3,11B_5,Plant#5,1613-3_1622-3C,1613-3,1622-3C,3,24.8305585704544,30.0705443892855,-37.9506375694688,2
SM:585_S375_R1_001,585_S375_R1_001,585_3-11B-7,585,421,1,23,3,585,3,11B,1613,7,1622-3Cx1613-3,1622-3C,1613-3,11B_7,Plant#7,1613-3_1622-3C,1613-3,1622-3C,3,41.5345349833768,56.3326923345818,-54.5814677046663,2
SM:586_S386_R1_001,586_S386_R1_001,586_3-13B-3,586,422,1,23,4,586,3,13B,1613,3,1622-3Fx1613-3,1622-3F,1613-3,13B_3,Plant#3,1613-3_1622-3F,1613-3,1622-3F,3,-34.7111638430574,49.6055485537482,-33.4873136848959,3
SM:587_S398_R1_001,587_S398_R1_001,587_3-16B-5,587,423,1,23,5,587,3,16B,1613,5,1622-3Jx1613-3,1622-3J,1613-3,16B_5,Plant#5,1613-3_1622-3J,1613-3,1622-3J,3,24.3322807170539,-2.27991894021817,-5.30301593956219,2
SM:588_S410_R1_001,588_S410_R1_001,588_3-16B-4,588,424,1,23,6,588,3,16B,1613,4,1622-3Jx1613-3,1622-3J,1613-3,16B_4,Plant#4,1613-3_1622-3J,1613-3,1622-3J,3,13.777644275263,19.2809613978144,-7.52285026921292,2
SM:593_S328_R1_001,593_S328_R1_001,593_5-31B-7,593,425,1,23,7,593,5,31B,1613,7,1622-5Ex1613-5,1622-5E,1613-5,31B_7,Plant#7,1613-5_1622-5E,1613-5,1622-5E,5,25.221206575226,-23.9458569204579,91.0682929813665,2
SM:594_S340_R1_001,594_S340_R1_001,594_5-31B-4,594,426,1,23,8,594,5,31B,1613,4,1622-5Ex1613-5,1622-5E,1613-5,31B_4,Plant#4,1613-5_1622-5E,1613-5,1622-5E,5,29.4942841267181,-20.4782241550023,50.5267399818319,2
SM:596_S352_R1_001,596_S352_R1_001,596_6-38B-7,596,427,1,23,9,596,6,38B,1613,7,1622-6Ax1613-6,1622-6A,1613-6,38B_7,Plant#7,1613-6_1622-6A,1613-6,1622-6A,6,22.7717855647585,18.9014374793671,-4.60500539162294,2
SM:598_S364_R1_001,598_S364_R1_001,598_6-41B-6,598,428,1,23,10,598,6,41B,1613,6,1622-6Dx1613-6,1622-6D,1613-6,41B_6,Plant#6,1613-6_1622-6D,1613-6,1622-6D,6,8.37460670751577,15.7271659296854,-28.2687686554022,2
SM:599_S376_R1_001,599_S376_R1_001,599_6-43B-3,599,429,1,23,11,599,6,43B,1613,3,1622-6Gx1613-6,1622-6G,1613-6,43B_3,Plant#3,1613-6_1622-6G,1613-6,1622-6G,6,-59.2924582736262,15.2578881790729,-14.3205837048353,3
SM:600_S387_R1_001,600_S387_R1_001,600_7-48B-4,600,430,1,23,12,600,7,48B,1613,4,1622-7Ax1613-7,1622-7A,1613-7,48B_4,Plant#4,1613-7_1622-7A,1613-7,1622-7A,7,3.98222528044496,-36.3409460163617,-16.4857770611214,1
SM:601_S399_R1_001,601_S399_R1_001,601_7-48B-3,601,431,1,23,13,601,7,48B,1613,3,1622-7Ax1613-7,1622-7A,1613-7,48B_3,Plant#3,1613-7_1622-7A,1613-7,1622-7A,7,30.7655706019623,14.1984203975424,-1.37103161618254,2
SM:603_S411_R1_001,603_S411_R1_001,603_7-49B-3,603,436,1,23,18,603,7,49B,1613,3,1622-7Bx1613-7,1622-7B,1613-7,49B_3,Plant#3,1613-7_1622-7B,1613-7,1622-7B,7,25.8196281726074,24.9984793201172,-28.3621658501145,2
SM:605_S457_R1_001,605_S457_R1_001,605_9-69B-3,605,432,1,23,14,605,9,69B,1613,3,1622-9Fx1613-9,1622-9F,1613-9,69B_3,Plant#3,1613-9_1622-9F,1613-9,1622-9F,9,27.2499151618277,36.1198298069814,-41.2989623881114,2
SM:607_S469_R1_001,607_S469_R1_001,607_9-70B-4,607,433,1,23,15,607,9,70B,1613,4,1622-9Gx1613-9,1622-9G,1613-9,70B_4,Plant#4,1613-9_1622-9G,1613-9,1622-9G,9,-4.46976179804447,1.20939300299446,-5.31442653017825,2
SM:608_S481_R1_001,608_S481_R1_001,608_23F-186A-2,608,434,1,23,16,608,23F,186A,1622,2,1613-23x1622-23F,1613-23,1622-23F,186A_2,Plant#2,1613-23_1622-23F,1613-23,1622-23F,23,29.5728357507533,-16.4222797458107,10.0549831908698,2
SM:609_S492_R1_001,609_S492_R1_001,609_29B-212A-2,609,435,1,23,17,609,29B,212A,1622,2,1613-29x1622-29B,1613-29,1622-29B,212A_2,Plant#2,1613-29_1622-29B,1613-29,1622-29B,29,33.2677060312543,14.7074356207962,1.655437038222,2
