Roza2019_VCF_ID,Roza2019_VCF_ID1,Sample_ID,Plant_ID,Ordering,rep,col,row,Male_parent,Planting_ID,Male_parent_pop,plant,BC_ID,Female,Male,Planting_ID1,PlantNo,BC_ID1,Susceptible_parent,F1,Susceptible_parent1,PC1,PC2,PC3,kmeans,DAPC
212_S154_R1_001,SM:212_S154_R1_001,212_16-123B-8,212,155,1,9,3,16,123B,1613,8,1622-16Hx1613-16,1622-16H,1613-16,123B_8,plant#8,1613-16_1622-16H,1613-16,1622-16H,16,-14.8922875618176,-26.1312997738639,-32.5254696125326,3,3
213_S35_R1_001,SM:213_S35_R1_001,213_17-133B-2,213,156,1,9,4,17,133B,1613,2,1622-17Ix1613-17,1622-17I,1613-17,133B_2,Plant#2,1613-17_1622-17I,1613-17,1622-17I,17,14.9442802134855,9.07690631363199,2.40387469502858,1,1
214_S177_R1_001,SM:214_S177_R1_001,214_17-136B-1,214,157,1,9,5,17,136B,1613,1,1622-17Lx1613-17,1622-17L,1613-17,136B_1,Plant#1,1613-17_1622-17L,1613-17,1622-17L,17,0.118166733779494,-8.23180670767031,-4.70897655956185,1,1
215_S189_R1_001,SM:215_S189_R1_001,215_17-133B-1,215,158,1,9,6,17,133B,1613,1,1622-171x1613-17,1622-171,1613-17,133B_1,Plant#1,1613-17_1622-171,1613-17,1622-171,17,3.0334853897156,-12.0456648207645,-0.0466546401077227,1,1
217_S201_R1_001,SM:217_S201_R1_001,217_17-126B-9,217,159,1,9,7,17,126B,1613,9,1622-17Ax1613-17,1622-17A,1613-17,126B_9,Plant#9,1613-17_1622-17A,1613-17,1622-17A,17,19.6185868156297,-18.915918480236,47.9780777865653,1,1
219_S132_R1_001,SM:219_S132_R1_001,219_17-132B-1,219,161,1,9,9,17,132B,1613,1,1622-17Hx1613-17,1622-17H,1613-17,132B_1,Plant#1,1613-17_1622-17H,1613-17,1622-17H,17,14.4621643123054,24.6002677363267,-25.1463605508615,1,1
22_S12_R1_001,SM:22_S12_R1_001,22_14K-107A-2,22,16,1,1,16,14K,107A,1622,2,1613-14x1622-14K,1613-14,1622-14K,107A_2,Plant#2,1613-14_1622-14K,1613-14,1622-14K,14,26.1667331434771,10.7534033476084,2.58121599879,1,1
220_S143_R1_001,SM:220_S143_R1_001,220_17-132B-2,220,162,1,9,10,17,132B,1613,2,1622-17Hx1613-17,1622-17H,1613-17,132B_2,Plant#2,1613-17_1622-17H,1613-17,1622-17H,17,10.5062566881994,-18.0580631277327,-8.76431362677154,1,1
223_S155_R1_001,SM:223_S155_R1_001,223_18-137B-2,223,163,1,9,11,18,137B,1613,2,1622-18Ax1613-18,1622-18A,1613-18,137B_2,Plant#2,1613-18_1622-18A,1613-18,1622-18A,18,-6.36623920238694,-29.2441942612392,-6.168273090404,3,3
224_S166_R1_001,SM:224_S166_R1_001,224_18-139B-1,224,164,1,9,12,18,139B,1613,1,1622-18Cx1613-18,1622-18C,1613-18,139B_1,Plant#1,1613-18_1622-18C,1613-18,1622-18C,18,2.02310080382258,-54.2980305193326,23.2302410508012,3,3
225_S178_R1_001,SM:225_S178_R1_001,225_18-139B-2,225,165,1,9,13,18,139B,1613,2,1622-18Cx1613-18,1622-18C,1613-18,139B_2,Plant#2,1613-18_1622-18C,1613-18,1622-18C,18,-16.2985956141072,-70.3419182335653,-20.2385779947164,3,3
226_S190_R1_001,SM:226_S190_R1_001,226_18-140B-1,226,166,1,9,14,18,140B,1613,1,1622-18Dx1613-18,1622-18D,1613-18,140B_1,Plant#1,1613-18_1622-18D,1613-18,1622-18D,18,-31.8988219926796,-91.6272261762124,-34.6167105538246,3,3
227_S202_R1_001,SM:227_S202_R1_001,227_18-141B-,227,167,1,9,15,18,141B,1613,0,1622-18Ex1613-18,1622-18E,1613-18,141B_0,Plant#0,1613-18_1622-18E,1613-18,1622-18E,18,-25.2438078244114,-55.1391734793818,-20.0563749673382,3,3
229_S214_R1_001,SM:229_S214_R1_001,229_19-152B-2,229,168,1,9,16,19,152B,1613,2,1622-19Ix1613-19,1622-19I,1613-19,152B_2,Plant#2,1613-19_1622-19I,1613-19,1622-19I,19,17.4549740990972,1.85187629206434,-63.2416576535649,1,1
23_S17_R1_001,SM:23_S17_R1_001,23_15I-114A-1,23,17,1,1,17,15I,114A,1622,1,1613-15x1622-15I,1613-15,1622-15I,114A_1,Plant#1,1613-15_1622-15I,1613-15,1622-15I,15,-112.879347627615,39.9694204240715,10.5723388872123,2,2
230_S503_R1_001,SM:230_S503_R1_001,230_19-148B-2,230,169,1,9,17,19,148B,1613,2,1622-19Bx1613-19,1622-19B,1613-19,148B_2,Plant#2,1613-19_1622-19B,1613-19,1622-19B,19,24.015079948087,31.0271516321467,-59.2191982781515,1,1
231_S144_R1_001,SM:231_S144_R1_001,231_19-148B-10,231,170,1,9,18,19,148B,1613,10,1622-19Bx1613-19,1622-19B,1613-19,148B_10,Plant#10,1613-19_1622-19B,1613-19,1622-19B,19,35.8047646898311,13.2910371611559,-26.4382616690608,1,1
232_S156_R1_001,SM:232_S156_R1_001,232_19-148B-12,232,171,1,9,19,19,148B,1613,12,1622-19Bx1613-19,1622-19B,1613-19,148B_12,Plant#12,1613-19_1622-19B,1613-19,1622-19B,19,26.4121896452888,8.62583931736481,-40.2243507680777,1,1
233_S167_R1_001,SM:233_S167_R1_001,233_19-154B-2,233,172,1,10,1,19,154B,1613,2,1622-19Kx1613-19,1622-19K,1613-19,154B_2,Plant#2,1613-19_1622-19K,1613-19,1622-19K,19,19.0417421410666,-6.64467339137368,-27.7917079681876,1,1
234_S179_R1_001,SM:234_S179_R1_001,234_1-2B-2,234,173,1,10,2,1,2B,1613,2,1622-1Kx1613-1,1622-1K,1613-1,2B_2,Plant#2,1613-1_1622-1K,1613-1,1622-1K,1,-22.1648211245782,-53.5389872079166,-24.4138561449868,3,3
235_S191_R1_001,SM:235_S191_R1_001,235_2-8B-1,235,174,1,10,3,2,8B,1613,1,1622-2Kx1613-2,1622-2K,1613-2,8B_1,Plant#1,1613-2_1622-2K,1613-2,1622-2K,2,-0.262122789969144,-21.4260184909718,-31.6279556110703,3,3
236_S203_R1_001,SM:236_S203_R1_001,236_20-162B-2,236,175,1,10,4,20,162B,1613,2,1622-20Ix1613-20,1622-20I,1613-20,162B_2,Plant#2,1613-20_1622-20I,1613-20,1622-20I,20,-1.71507471969282,31.6097956044183,6.37134157524699,1,1
238_S215_R1_001,SM:238_S215_R1_001,238_20-161B-8,238,176,1,10,5,20,161B,1613,8,1622-20Hx1613-20,1622-20H,1613-20,161B_8,plant#8,1613-20_1622-20H,1613-20,1622-20H,20,28.0993133976931,52.5258171890575,-35.0095376728626,1,1
239_S133_R1_001,SM:239_S133_R1_001,239_20-161B-9,239,177,1,10,6,20,161B,1613,9,1622-20Hx1613-20,1622-20H,1613-20,161B_9,Plant#9,1613-20_1622-20H,1613-20,1622-20H,20,10.73394728858,45.5531676664794,-0.763623828588871,1,1
24_S21_R1_001,SM:24_S21_R1_001,24_15A-108A-1,24,18,1,1,18,15A,108A,1622,1,1613-15x1622-15A,1613-15,1622-15A,108A_1,Plant#1,1613-15_1622-15A,1613-15,1622-15A,15,-114.843480009173,37.4999519209297,15.7227888848737,2,2
240_S145_R1_001,SM:240_S145_R1_001,240_20-161B-10,240,178,1,10,7,20,161B,1613,10,1622-20Hx1613-20,1622-20H,1613-20,161B_10,Plant#10,1613-20_1622-20H,1613-20,1622-20H,20,12.9440544488542,50.1225475029987,-11.5483345063999,1,1
241_S157_R1_001,SM:241_S157_R1_001,241_20-161B-12,241,179,1,10,8,20,161B,1613,12,1622-20Hx1613-20,1622-20H,1613-20,161B_12,Plant#12,1613-20_1622-20H,1613-20,1622-20H,20,14.8622633814585,41.7087293866193,-2.27751283608561,1,1
242_S168_R1_001,SM:242_S168_R1_001,242_20-164B-1,242,180,1,10,9,20,164B,1613,1,1622-20Kx1613-20,1622-20K,1613-20,164B_1,Plant#1,1613-20_1622-20K,1613-20,1622-20K,20,20.5427769165047,14.8573487352488,56.1800627234213,1,1
243_S180_R1_001,SM:243_S180_R1_001,243_21-168B-1,243,181,1,10,10,21,168B,1613,1,1622-21Cx1613-21,1622-21C,1613-21,168B_1,Plant#1,1613-21_1622-21C,1613-21,1622-21C,21,2.55085598249,-23.0096280410366,-14.1731466901267,3,1
244_S192_R1_001,SM:244_S192_R1_001,244_21-168B-2,244,182,1,10,11,21,168B,1613,2,1622-21Cx1613-21,1622-21C,1613-21,168B_2,Plant#2,1613-21_1622-21C,1613-21,1622-21C,21,10.6915036336652,4.70303850383097,-27.2952670053284,1,1
245_S204_R1_001,SM:245_S204_R1_001,245_21-169B-1,245,183,1,10,12,21,169B,1613,1,1622-21Gx1613-21,1622-21G,1613-21,169B_1,Plant#1,1613-21_1622-21G,1613-21,1622-21G,21,7.99979119290161,-24.7111671820909,32.8611708161158,1,1
247_S216_R1_001,SM:247_S216_R1_001,247_22-176B-1,247,184,1,10,13,22,176B,1613,1,1622-22Fx1613-22,1622-22F,1613-22,176B_1,Plant#1,1613-22_1622-22F,1613-22,1622-22F,22,28.254625422383,41.4634236234661,-33.5260231773678,1,1
248_S134_R1_001,SM:248_S134_R1_001,248_22-179B-1,248,185,1,10,14,22,179B,1613,1,1622-22Ix1613-22,1622-22I,1613-22,179B_1,Plant#1,1613-22_1622-22I,1613-22,1622-22I,22,27.8234650674558,39.5264240164474,-29.1608741966748,1,1
249_S146_R1_001,SM:249_S146_R1_001,249_22-173B-2,249,186,1,10,15,22,173B,1613,2,1622-22Bx1613-22,1622-22B,1613-22,173B_2,Plant#2,1613-22_1622-22B,1613-22,1622-22B,22,-44.9631637746699,37.1133993681461,5.82574060674804,2,2
25_S25_R1_001,SM:25_S25_R1_001,25_15A-108A-9,25,19,1,1,19,15A,108A,1622,9,1613-15x1622-15A,1613-15,1622-15A,108A_9,Plant#9,1613-15_1622-15A,1613-15,1622-15A,15,-124.711895646395,36.5913898073763,7.70944951525652,2,2
250_S158_R1_001,SM:250_S158_R1_001,250_22-173B-,250,187,1,10,16,22,173B,1613,0,1622-22Bx1613-22,1622-22B,1613-22,173B_0,Plant#0,1613-22_1622-22B,1613-22,1622-22B,22,10.7360472193095,-2.17143627018797,12.9038147786228,1,1
251_S169_R1_001,SM:251_S169_R1_001,251_22-175B-2,251,188,1,10,17,22,175B,1613,2,1622-22Ex1613-22,1622-22E,1613-22,175B_2,Plant#2,1613-22_1622-22E,1613-22,1622-22E,22,21.8326828897439,7.30047353549497,47.8872399444595,1,1
252_S181_R1_001,SM:252_S181_R1_001,252_22-176B-2,252,189,1,10,18,22,176B,1613,2,1622-22Fx1613-22,1622-22F,1613-22,176B_2,Plant#2,1613-22_1622-22F,1613-22,1622-22F,22,-62.1867303087534,27.284986657915,10.4143523148053,2,2
253_S193_R1_001,SM:253_S193_R1_001,253_22-178B-1,253,190,1,10,19,22,178B,1613,1,1622-22Hx1613-22,1622-22H,1613-22,178B_1,Plant#1,1613-22_1622-22H,1613-22,1622-22H,22,21.9137514083535,19.1576573039201,-4.13081239094153,1,1
255_S205_R1_001,SM:255_S205_R1_001,255_23-184B-1,255,191,1,11,1,23,184B,1613,1,1622-23Dx1613-23,1622-23D,1613-23,184B_1,Plant#1,1613-23_1622-23D,1613-23,1622-23D,23,14.5532165922651,6.21027879199563,-10.1865273639034,1,1
257_S217_R1_001,SM:257_S217_R1_001,257_23-182B-10,257,192,1,11,2,23,182B,1613,10,1622-23Ax1613-23,1622-23A,1613-23,182B_10,Plant#10,1613-23_1622-23A,1613-23,1622-23A,23,-42.0863557943946,12.861050736469,3.96381326302114,2,2
258_S103_R1_001,SM:258_S103_R1_001,258_23-183B-9,258,193,1,11,3,23,183B,1613,9,1622-23Cx1613-23,1622-23C,1613-23,183B_9,Plant#9,1613-23_1622-23C,1613-23,1622-23C,23,18.2460826932069,-9.6140555777394,46.6915036032264,1,1
26_S29_R1_001,SM:26_S29_R1_001,26_15B-109A-1,26,20,1,2,1,15B,109A,1622,1,1613-15x1622-15B,1613-15,1622-15B,109A_1,Plant#1,1613-15_1622-15B,1613-15,1622-15B,15,-66.28346083914,16.8407214410162,-0.185435565803757,2,2
263_S159_R1_001,SM:263_S159_R1_001,263_25-188B-1,263,195,1,11,5,25,188B,1613,1,1622-25Cx1613-25,1622-25C,1613-25,188B_1,Plant#1,1613-25_1622-25C,1613-25,1622-25C,25,29.7082420980688,2.58229762901336,4.49417707920195,1,1
264_S170_R1_001,SM:264_S170_R1_001,264_26-194B-1,264,196,1,11,6,26,194B,1613,1,1622-26Cx1613-26,1622-26C,1613-26,194B_1,Plant#1,1613-26_1622-26C,1613-26,1622-26C,26,-70.019836606801,33.7064477188157,18.0628749080947,2,2
265_S182_R1_001,SM:265_S182_R1_001,265_26-195B-1,265,197,1,11,7,26,195B,1613,1,1622-26Dx1613-26,1622-26D,1613-26,195B_1,Plant#1,1613-26_1622-26D,1613-26,1622-26D,26,24.6047750331684,32.5314658970768,-29.0473212536235,1,1
266_S194_R1_001,SM:266_S194_R1_001,266_26-198B-1,266,198,1,11,8,26,198B,1613,1,1622-26Gx1613-26,1622-26G,1613-26,198B_1,Plant#1,1613-26_1622-26G,1613-26,1622-26G,26,17.2967766801467,9.18891268524287,50.0901337160877,1,1
267_S206_R1_001,SM:267_S206_R1_001,267_26-193B-1,267,199,1,11,9,26,193B,1613,1,1622-26Bx1613-26,1622-26B,1613-26,193B_1,Plant#1,1613-26_1622-26B,1613-26,1622-26B,26,18.5508616049111,0.00147150499292423,19.6551058942371,1,1
268_S218_R1_001,SM:268_S218_R1_001,268_26-194B-2,268,200,1,11,10,26,194B,1613,2,1622-26Cx1613-26,1622-26C,1613-26,194B_2,Plant#2,1613-26_1622-26C,1613-26,1622-26C,26,0.553224635324331,12.6607549827649,21.4069186374503,1,1
269_S136_R1_001,SM:269_S136_R1_001,269_26-194B-9,269,201,1,11,11,26,194B,1613,9,1622-26Cx1613-26,1622-26C,1613-26,194B_9,Plant#9,1613-26_1622-26C,1613-26,1622-26C,26,5.62826599182634,0.663818766437824,57.6587423258141,1,1
27_S491_R1_001,SM:27_S491_R1_001,27_15D-110A-1,27,21,1,2,2,15D,110A,1622,1,1613-15x1622-15D,1613-15,1622-15D,110A_1,Plant#1,1613-15_1622-15D,1613-15,1622-15D,15,-69.4146127116288,-29.2613045684682,-6.45898507222704,2,2
271_S148_R1_001,SM:271_S148_R1_001,271_26-195B-10,271,202,1,11,12,26,195B,1613,10,1622-26Dx1613-26,1622-26D,1613-26,195B_10,Plant#10,1613-26_1622-26D,1613-26,1622-26D,26,-50.751425131593,28.398860710658,20.7422466677186,2,2
272_S160_R1_001,SM:272_S160_R1_001,272_26-195B-15,272,203,1,11,13,26,195B,1613,15,1622-26Dx1613-26,1622-26D,1613-26,195B_15,Plant#15,1613-26_1622-26D,1613-26,1622-26D,26,23.6662403264135,46.9898861617686,-24.0056274410986,1,1
273_S171_R1_001,SM:273_S171_R1_001,273_26-195B-12,273,204,1,11,14,26,195B,1613,12,1622-26Dx1613-26,1622-26D,1613-26,195B_12,Plant#12,1613-26_1622-26D,1613-26,1622-26D,26,17.4128611123586,-2.91404394581174,4.58926776267613,1,1
274_S183_R1_001,SM:274_S183_R1_001,274_26-196B-2,274,205,1,11,15,26,196B,1613,2,1622-26Ex1613-26,1622-26E,1613-26,196B_2,Plant#2,1613-26_1622-26E,1613-26,1622-26E,26,20.424301200736,41.9928488129944,-11.1985976769282,1,1
275_S195_R1_001,SM:275_S195_R1_001,275_26-196B-,275,206,1,11,16,26,196B,1613,0,1622-26Ex1613-26,1622-26E,1613-26,196B_0,Plant#0,1613-26_1622-26E,1613-26,1622-26E,26,-5.38880419804579,-45.2351594891549,-5.7767646757854,3,3
280_S207_R1_001,SM:280_S207_R1_001,280_29-217B-1,280,207,1,11,17,29,217B,1613,1,1622-29Ix1613-29,1622-29I,1613-29,217B_1,Plant#1,1613-29_1622-29I,1613-29,1622-29I,29,26.0555110519022,9.0283163103938,-18.6595131368156,1,1
282_S219_R1_001,SM:282_S219_R1_001,282_29-214B-2,282,208,1,11,18,29,214B,1613,2,1622-29Dx1613-29,1622-29D,1613-29,214B_2,Plant#2,1613-29_1622-29D,1613-29,1622-29D,29,30.0888864484598,20.8375939704384,-10.2795098519424,1,1
284_S137_R1_001,SM:284_S137_R1_001,284_2-3B-1,284,209,1,11,19,2,3B,1613,1,1622-2Cx1613-2,1622-2C,1613-2,3B_1,Plant#1,1613-2_1622-2C,1613-2,1622-2C,2,30.9343366119461,41.5551506267202,-23.3392615948464,1,1
285_S149_R1_001,SM:285_S149_R1_001,285_2-3B-2,285,210,1,12,1,2,3B,1613,2,1622-2Cx1613-2,1622-2C,1613-2,3B_2,Plant#2,1613-2_1622-2C,1613-2,1622-2C,2,32.8696116621963,34.9275866383824,-36.6429445886613,1,1
286_S161_R1_001,SM:286_S161_R1_001,286_2-4B-2-A,286,211,1,12,2,2,4B,1613,2-A,1622-2Dx1613-2,1622-2D,1613-2,4B_2-A,Plant#2,1613-2_1622-2D,1613-2,1622-2D,2,41.3972675682989,38.0156736847187,-23.7896985473274,1,1
287_S172_R1_001,SM:287_S172_R1_001,287_2-4B-2-B,287,212,1,12,3,2,4B,1613,2-B,1622-2Dx1613-2,1622-2D,1613-2,4B_2-B,Plant#2,1613-2_1622-2D,1613-2,1622-2D,2,7.40883303113853,23.3825085181831,-35.0887532865,1,1
288_S184_R1_001,SM:288_S184_R1_001,288_2-5B-2,288,213,1,12,4,2,5B,1613,2,1622-2Ex1613-2,1622-2E,1613-2,5B_2,Plant#2,1613-2_1622-2E,1613-2,1622-2E,2,36.277122878256,33.6201896593523,-15.4178076742005,1,1
29_S3_R1_001,SM:29_S3_R1_001,29_15G-113A-15,29,23,1,2,4,15G,113A,1622,15,1613-15x1622-15G,1613-15,1622-15G,113A_15,Plant#15,1613-15_1622-15G,1613-15,1622-15G,15,-106.297384188329,43.4772280303929,17.2857935958178,2,2
291_S196_R1_001,SM:291_S196_R1_001,291_30-227B-1,291,214,1,12,5,30,227B,1613,1,1622-30Kx1613-30,1622-30K,1613-30,227B_1,Plant#1,1613-30_1622-30K,1613-30,1622-30K,30,27.7779184014344,-14.613490081905,10.6569369197063,1,1
295_S208_R1_001,SM:295_S208_R1_001,295_30-222B-2,295,215,1,12,6,30,222B,1613,2,1622-30Ex1613-30,1622-30E,1613-30,222B_2,Plant#2,1613-30_1622-30E,1613-30,1622-30E,30,20.6925583360727,-18.6392330727045,17.0355917978839,1,1
296_S220_R1_001,SM:296_S220_R1_001,296_30-223B-,296,216,1,12,7,30,223B,1613,0,1622-30Gx1613-30,1622-30G,1613-30,223B_0,Plant#0,1613-30_1622-30G,1613-30,1622-30G,30,32.3419561694835,-7.2717522592031,22.1817968204766,1,1
297_S138_R1_001,SM:297_S138_R1_001,297_30-224B-2,297,217,1,12,8,30,224B,1613,2,1622-30Hx1613-30,1622-30H,1613-30,224B_2,Plant#2,1613-30_1622-30H,1613-30,1622-30H,30,25.914089843099,-21.3230609788718,16.5931233461865,1,1
298_S150_R1_001,SM:298_S150_R1_001,298_30-227B-,298,218,1,12,9,30,227B,1613,0,1622-30Kx1613-30,1622-30K,1613-30,227B_0,Plant#0,1613-30_1622-30K,1613-30,1622-30K,30,10.4151186142651,-38.1170375897506,-12.073833654413,1,1
299_S162_R1_001,SM:299_S162_R1_001,299_30-228B-1,299,219,1,12,10,30,228B,1613,1,1622-30Lx1613-30,1622-30L,1613-30,228B_1,Plant#1,1613-30_1622-30L,1613-30,1622-30L,30,31.6758389672488,-2.78863355270527,25.5539958140476,1,1
30_S8_R1_001,SM:30_S8_R1_001,30_15G-113A-1,30,24,1,2,5,15G,113A,1622,1,1613-15x1622-15G,1613-15,1622-15G,113A_1,Plant#1,1613-15_1622-15G,1613-15,1622-15G,15,-86.8241650116058,-19.3809606914396,-15.1440120832583,2,2
300_S173_R1_001,SM:300_S173_R1_001,300_32-240B-1,300,220,1,12,11,32,240B,1613,1,1622-32Hx1613-32,1622-32H,1613-32,240B_1,Plant#1,1613-32_1622-32H,1613-32,1622-32H,32,27.0766217902695,11.5997048454711,-9.08844433790996,1,1
302_S185_R1_001,SM:302_S185_R1_001,302_32-244B-1,302,221,1,12,12,32,244B,1613,1,1622-32Lx1613-32,1622-32L,1613-32,244B_1,Plant#1,1613-32_1622-32L,1613-32,1622-32L,32,28.8231046352701,4.53160555341632,51.9345722051308,1,1
303_S197_R1_001,SM:303_S197_R1_001,303_3-11B-2,303,222,1,12,13,3,11B,1613,2,1622-3Cx1613-3,1622-3C,1613-3,11B_2,Plant#2,1613-3_1622-3C,1613-3,1622-3C,3,30.6549677617357,15.7637441975027,8.70021158713165,1,1
304_S209_R1_001,SM:304_S209_R1_001,304_3-11B-1,304,223,1,12,14,3,11B,1613,1,1622-3Cx1613-3,1622-3C,1613-3,11B_1,Plant#1,1613-3_1622-3C,1613-3,1622-3C,3,-35.0753762783031,32.769144345334,-22.3067984798739,2,2
305_S221_R1_001,SM:305_S221_R1_001,305_3-13B-2,305,224,1,12,15,3,13B,1613,2,1622-3Fx1613-3,1622-3F,1613-3,13B_2,Plant#2,1613-3_1622-3F,1613-3,1622-3F,3,34.8131602967996,55.4366178427206,-46.3133590749409,1,1
306_S139_R1_001,SM:306_S139_R1_001,306_3-13B-9,306,225,1,12,16,3,13B,1613,9,1622-3Fx1613-3,1622-3F,1613-3,13B_9,Plant#9,1613-3_1622-3F,1613-3,1622-3F,3,26.1216295923151,33.3583154269263,-41.2053469059234,1,1
307_S151_R1_001,SM:307_S151_R1_001,307_3-16B-2,307,226,1,12,17,3,16B,1613,2,1622-3Jx1613-3,1622-3J,1613-3,16B_2,Plant#2,1613-3_1622-3J,1613-3,1622-3J,3,27.7711944020495,21.032271877625,-4.53342536452225,1,1
308_S163_R1_001,SM:308_S163_R1_001,308_3-16B-11,308,227,1,12,18,3,16B,1613,11,1622-3Jx1613-3,1622-3J,1613-3,16B_11,Plant#11,1613-3_1622-3J,1613-3,1622-3J,3,12.3422024810865,13.6787777049786,-15.5253432662518,1,1
309_S174_R1_001,SM:309_S174_R1_001,309_3-17B-2,309,228,1,12,19,3,17B,1613,2,1622-3Kx1613-3,1622-3K,1613-3,17B_2,Plant#2,1613-3_1622-3K,1613-3,1622-3K,3,27.350525109424,30.994716330549,-20.4896035826121,1,1
311_S186_R1_001,SM:311_S186_R1_001,311_4-19B-1,311,229,1,13,1,4,19B,1613,1,1622-4Cx1613-4,1622-4C,1613-4,19B_1,Plant#1,1613-4_1622-4C,1613-4,1622-4C,4,18.5308875759345,5.70101672117425,-8.59235386721056,1,1
312_S198_R1_001,SM:312_S198_R1_001,312_4-21B-8,312,230,1,13,2,4,21B,1613,8,1622-4Ex1613-4,1622-4E,1613-4,21B_8,plant#8,1613-4_1622-4E,1613-4,1622-4E,4,19.8014022238894,-4.62839192798477,5.31030163794978,1,1
314_S210_R1_001,SM:314_S210_R1_001,314_4-24B-8,314,231,1,13,3,4,24B,1613,8,1622-4Hx1613-4,1622-4H,1613-4,24B_8,plant#8,1613-4_1622-4H,1613-4,1622-4H,4,-50.0871042950298,30.2467524122861,12.0317675187131,2,2
315_S222_R1_001,SM:315_S222_R1_001,315_4-25B-2,315,232,1,13,4,4,25B,1613,2,1622-4Jx1613-4,1622-4J,1613-4,25B_2,Plant#2,1613-4_1622-4J,1613-4,1622-4J,4,40.6018948744796,21.8105255831824,-9.09744304497508,1,1
